"tourney_name","match_id","surface","name","hand","rank","round","ace","df","svpt","1stIn","1stWon","2ndWon","SvGms","bpSaved","bpFaced","winner","diff_ace","diff_df","diff_svpt","diff_1stIn","diff_1stWon","diff_2ndWon","diff_SvGms","diff_bpSaved","diff_bpFaced"
"Chennai","2015-891:21","Hard","Gilles Muller","L",46,"QF",1,4,71,38,26,16,10,3,6,0,-3,4,10,-1,-5,-1,0,0,2
"Chennai","2015-891:22","Hard","Andreas Haider Maurer","R",79,"QF",6,2,62,39,25,10,10,3,7,0,-1,1,12,14,4,-7,0,3,6
"Chennai","2015-891:23","Hard","Yen Hsun Lu","R",38,"QF",5,1,85,47,34,18,11,4,6,0,2,1,12,0,0,2,0,2,3
"Chennai","2015-891:24","Hard","Guillermo Garcia Lopez","R",36,"QF",3,4,73,37,24,18,12,3,7,0,-8,3,-26,-27,-20,2,-1,-5,-4
"Chennai","2015-891:25","Hard","David Goffin","R",22,"SF",3,2,69,38,29,12,10,7,10,0,-3,1,-3,1,3,-10,-1,0,2
"Chennai","2015-891:26","Hard","Roberto Bautista Agut","R",15,"SF",2,2,99,68,43,18,15,5,10,0,-13,-1,-26,4,-2,-9,0,-5,-5
"Chennai","2015-891:27","Hard","Aljaz Bedene","R",156,"F",7,2,52,33,25,9,9,2,4,0,5,1,-7,-6,-4,-4,-1,2,4
"Indian Wells Masters","2015-404:1","Hard","Jiri Vesely","L",45,"R128",1,2,27,22,10,2,5,1,4,0,-2,-1,-9,7,1,-8,-1,-1,0
"Indian Wells Masters","2015-404:2","Hard","Viktor Troicki","R",39,"R128",5,1,55,22,17,21,10,3,5,0,3,-1,-3,-9,-8,3,0,0,2
"Indian Wells Masters","2015-404:3","Hard","Dennis Novikov","R",256,"R128",3,3,72,34,22,18,10,4,7,0,-4,-3,8,-13,-16,11,0,2,4
"Indian Wells Masters","2015-404:4","Hard","Dusan Lajovic","R",71,"R128",3,2,65,39,23,12,10,4,8,0,0,1,10,4,-4,2,1,2,5
"Indian Wells Masters","2015-404:5","Hard","Teymuraz Gabashvili","R",78,"R128",6,3,89,51,35,11,13,5,11,0,1,3,-3,-15,-6,-3,0,-5,-3
"Indian Wells Masters","2015-404:6","Hard","Jan Lennard Struff","R",73,"R128",3,4,66,36,33,11,10,1,2,0,-7,2,-1,-11,-4,-2,-1,-2,-1
"Indian Wells Masters","2015-404:7","Hard","Andreas Haider Maurer","R",56,"R128",1,2,58,26,18,16,10,4,6,0,-4,1,5,-8,-11,4,0,2,4
"Indian Wells Masters","2015-404:8","Hard","Joao Sousa","R",52,"R128",1,3,66,32,23,14,11,1,5,0,-9,-1,10,3,-2,0,1,1,4
"Indian Wells Masters","2015-404:9","Hard","Mikhail Kukushkin","R",54,"R128",0,1,46,32,18,12,8,4,6,0,-9,1,-1,-1,-13,6,0,2,4
"Indian Wells Masters","2015-404:10","Hard","Benjamin Becker","R",40,"R128",3,2,78,46,34,12,10,8,10,0,2,1,15,2,1,0,-1,8,9
"Indian Wells Masters","2015-404:11","Hard","Mischa Zverev","L",1067,"R128",6,5,68,43,25,9,10,6,11,0,4,2,8,14,3,-7,0,2,4
"Indian Wells Masters","2015-404:12","Hard","Samuel Groth","R",69,"R128",15,5,84,51,37,19,12,5,6,0,10,1,-3,-14,-9,6,0,1,1
"Indian Wells Masters","2015-404:13","Hard","Marinko Matosevic","R",74,"R128",4,6,107,56,34,29,16,12,17,0,2,4,27,5,-4,12,1,9,11
"Indian Wells Masters","2015-404:14","Hard","Thiemo De Bakker","R",125,"R128",4,2,74,43,27,16,11,2,5,0,2,-1,-21,-14,-13,-1,0,-9,-8
"Indian Wells Masters","2015-404:15","Hard","Dominic Thiem","R",46,"R128",4,3,49,24,17,16,9,1,3,0,-3,3,-10,-22,-21,7,-1,1,3
"Indian Wells Masters","2015-404:16","Hard","Mardy Fish","R",NA,"R128",9,9,94,46,34,24,16,0,3,0,8,2,-20,-25,-17,5,0,-12,-12
"Indian Wells Masters","2015-404:17","Hard","Thomaz Bellucci","L",85,"R128",6,6,109,59,42,26,15,7,10,0,3,6,14,-5,-4,6,0,1,4
"Indian Wells Masters","2015-404:18","Hard","Frank Dancevic","R",166,"R128",5,0,60,32,23,13,10,2,5,0,-2,0,5,-1,-3,-3,0,1,4
"Indian Wells Masters","2015-404:19","Hard","Dustin Brown","R",102,"R128",13,7,111,66,49,22,16,10,13,0,-3,2,-17,-16,-5,-3,-1,0,1
"Indian Wells Masters","2015-404:20","Hard","Denis Kudla","R",131,"R128",1,1,57,37,25,13,11,1,3,0,-10,1,-3,0,-7,-1,0,0,2
"Indian Wells Masters","2015-404:21","Hard","Tatsuma Ito","R",87,"R128",3,2,72,40,22,14,9,5,9,0,-1,1,19,10,-4,1,-1,4,7
"Indian Wells Masters","2015-404:22","Hard","Victor Estrella","R",57,"R128",3,1,88,60,42,14,15,2,5,0,-4,-2,0,1,-3,-5,-1,-2,-1
"Indian Wells Masters","2015-404:23","Hard","Pablo Carreno Busta","R",55,"R128",2,4,61,37,23,11,9,4,7,0,0,1,-18,-4,-5,-10,-1,-1,1
"Indian Wells Masters","2015-404:24","Hard","Filip Krajinovic","R",103,"R128",8,5,97,55,35,20,14,8,13,0,-1,3,-11,-10,0,-6,1,-5,-3
"Indian Wells Masters","2015-404:25","Hard","Alex Bolt","L",164,"R128",3,4,59,39,25,10,9,4,7,0,-2,3,3,7,0,-4,0,0,3
"Indian Wells Masters","2015-404:26","Hard","Pablo Andujar","R",66,"R128",4,0,66,40,28,13,10,2,4,0,-2,-7,-9,-3,-4,-5,-1,0,1
"Indian Wells Masters","2015-404:27","Hard","Marcel Granollers","R",53,"R128",2,3,53,34,21,10,8,4,7,0,-4,2,-1,4,-5,-5,-1,1,4
"Indian Wells Masters","2015-404:28","Hard","Sam Querrey","R",43,"R128",17,4,78,47,38,14,13,4,8,0,13,4,8,12,16,-9,0,2,3
"Indian Wells Masters","2015-404:29","Hard","Austin Krajicek","L",141,"R128",5,3,82,40,27,25,11,4,5,0,-5,2,19,0,-4,6,0,1,2
"Indian Wells Masters","2015-404:30","Hard","Yen Hsun Lu","R",59,"R128",4,5,97,50,34,26,16,5,11,0,-9,-2,10,2,-8,6,0,4,7
"Indian Wells Masters","2015-404:31","Hard","Mikhail Youzhny","R",64,"R128",3,3,58,35,24,11,9,2,4,0,-7,3,7,1,-5,-1,-1,1,3
"Indian Wells Masters","2015-404:32","Hard","Jerzy Janowicz","R",51,"R128",11,9,103,59,40,24,15,5,8,0,6,4,-1,9,5,-6,-1,1,0
"Indian Wells Masters","2015-404:33","Hard","Marcos Baghdatis","R",61,"R64",3,3,51,31,22,4,8,1,5,0,-3,2,12,2,-2,-4,0,1,5
"Indian Wells Masters","2015-404:34","Hard","Julien Benneteau","R",28,"R64",6,4,46,27,15,6,9,2,7,0,-7,3,7,0,-7,-1,1,2,6
"Indian Wells Masters","2015-404:35","Hard","Jurgen Melzer","L",86,"R64",3,3,71,47,34,8,9,9,11,0,-10,3,26,21,10,-8,-1,9,11
"Indian Wells Masters","2015-404:36","Hard","Federico Delbonis","L",79,"R64",2,3,72,39,26,19,11,4,6,0,-8,1,12,1,-3,3,0,2,4
"Indian Wells Masters","2015-404:37","Hard","Marin Cilic","R",10,"R64",4,1,66,37,21,15,10,1,5,0,3,0,10,-1,-8,7,0,-1,1
"Indian Wells Masters","2015-404:38","Hard","Guillermo Garcia Lopez","R",26,"R64",5,8,112,56,38,22,16,9,15,0,-8,4,-7,-14,-8,0,-1,4,5
"Indian Wells Masters","2015-404:39","Hard","Borna Coric","R",60,"R64",6,3,66,37,26,13,9,2,4,0,-3,2,13,-3,-6,4,-1,-1,1
"Indian Wells Masters","2015-404:40","Hard","Ivan Dodig","R",96,"R64",7,8,105,52,32,28,14,5,9,0,6,2,-8,-11,-11,-2,-1,-2,-1
"Indian Wells Masters","2015-404:41","Hard","Vasek Pospisil","R",62,"R64",6,3,54,25,15,10,8,4,9,0,2,0,4,-7,-8,-1,0,3,7
"Indian Wells Masters","2015-404:42","Hard","Tim Smyczek","R",83,"R64",0,0,43,28,15,8,8,2,6,0,-5,-1,3,0,-8,-1,0,2,6
"Indian Wells Masters","2015-404:43","Hard","Fabio Fognini","R",22,"R64",1,8,78,45,31,14,10,4,6,0,-5,7,8,-2,-7,2,-1,-3,-2
"Indian Wells Masters","2015-404:44","Hard","Daniel Gimeno Traver","R",94,"R64",0,0,50,29,19,9,8,2,5,0,-15,-3,-1,-1,-7,-3,-1,-1,2
"Indian Wells Masters","2015-404:45","Hard","Edouard Roger Vasselin","R",145,"R64",4,4,99,61,41,23,16,1,5,0,-17,2,-12,-4,-7,-1,0,-6,-4
"Indian Wells Masters","2015-404:46","Hard","Jarkko Nieminen","L",70,"R64",5,4,99,56,28,16,14,9,18,0,1,3,15,4,-7,5,0,2,5
"Indian Wells Masters","2015-404:47","Hard","James Duckworth","R",106,"R64",4,2,69,42,33,11,10,3,5,0,-3,-1,7,-3,-5,2,0,3,5
"Indian Wells Masters","2015-404:48","Hard","Ryan Harrison","R",110,"R64",5,5,65,40,26,8,10,5,10,0,2,0,3,5,4,-9,0,0,2
"Indian Wells Masters","2015-404:49","Hard","Simone Bolelli","R",49,"R64",3,1,52,31,26,9,9,1,3,0,-10,0,4,3,1,-6,-1,1,3
"Indian Wells Masters","2015-404:50","Hard","Santiago Giraldo","R",32,"R64",4,0,70,44,25,15,9,7,9,0,-11,-4,3,6,-10,1,-1,5,7
"Indian Wells Masters","2015-404:51","Hard","Andrey Golubev","R",92,"R64",7,5,90,52,42,24,16,2,4,0,2,-1,-17,-17,-16,4,0,-3,-1
"Indian Wells Masters","2015-404:52","Hard","Nick Kyrgios","R",37,"R64",12,4,122,76,59,22,17,1,2,0,-4,0,22,12,6,2,1,-3,-4
"Indian Wells Masters","2015-404:53","Hard","Malek Jaziri","R",88,"R64",5,2,85,46,32,11,13,9,15,0,3,-6,5,0,0,-5,-1,7,9
"Indian Wells Masters","2015-404:54","Hard","Richard Gasquet","R",25,"R64",9,0,76,39,28,27,13,1,2,0,1,-5,-11,-11,-12,7,0,-1,-1
"Indian Wells Masters","2015-404:55","Hard","Jeremy Chardy","R",34,"R64",3,8,71,35,22,14,9,7,11,0,-1,5,7,4,2,-8,0,4,7
"Indian Wells Masters","2015-404:56","Hard","Igor Sijsling","R",134,"R64",2,4,57,29,24,10,9,6,9,0,1,3,13,6,2,-5,0,5,8
"Indian Wells Masters","2015-404:57","Hard","Stan Wawrinka","R",7,"R64",3,3,80,37,26,24,14,1,5,0,-1,3,-11,-17,-12,6,1,-1,1
"Indian Wells Masters","2015-404:58","Hard","Martin Klizan","L",42,"R64",3,1,75,40,21,19,12,2,7,0,-1,-6,-25,-17,-22,0,-1,-7,-4
"Indian Wells Masters","2015-404:59","Hard","Ivo Karlovic","R",24,"R64",18,1,53,36,32,10,10,0,1,0,11,-1,-17,-12,-7,-3,-1,0,1
"Indian Wells Masters","2015-404:60","Hard","Sergiy Stakhovsky","R",50,"R64",4,0,50,28,14,12,8,1,5,0,0,0,1,1,-5,-4,-1,-1,2
"Indian Wells Masters","2015-404:61","Hard","Denis Istomin","R",65,"R64",3,1,59,37,24,9,9,5,8,0,3,0,2,-2,-3,-3,-1,2,4
"Indian Wells Masters","2015-404:62","Hard","Gilles Muller","L",36,"R64",16,5,101,53,45,26,15,6,7,0,4,-2,-6,-3,3,-4,0,3,3
"Indian Wells Masters","2015-404:63","Hard","Victor Hanescu","R",146,"R64",6,2,58,34,26,12,10,3,5,0,0,-2,-3,-3,-3,-2,0,1,3
"Indian Wells Masters","2015-404:64","Hard","Diego Sebastian Schwartzman","R",63,"R64",1,2,58,32,19,12,9,6,9,0,-7,1,11,9,0,-5,0,6,9
"Indian Wells Masters","2015-404:65","Hard","Albert Ramos","L",68,"R32",2,4,58,39,25,8,10,5,9,0,1,1,-4,2,-4,-7,-1,2,4
"Indian Wells Masters","2015-404:66","Hard","Kevin Anderson","R",17,"R32",11,4,65,39,29,14,10,4,6,0,-7,3,13,4,-3,1,0,4,6
"Indian Wells Masters","2015-404:67","Hard","Juan Monaco","R",48,"R32",4,2,113,94,52,10,16,9,15,0,-4,-1,10,39,12,-11,0,-1,0
"Indian Wells Masters","2015-404:68","Hard","David Ferrer","R",8,"R32",2,7,62,38,30,8,11,4,8,0,-1,6,-24,-18,-8,-7,0,-7,-5
"Indian Wells Masters","2015-404:69","Hard","Philipp Kohlschreiber","R",29,"R32",3,1,65,41,27,12,11,4,8,0,-3,-4,-20,-12,-11,-7,-1,-2,1
"Indian Wells Masters","2015-404:70","Hard","Ernests Gulbis","R",15,"R32",8,6,72,42,32,10,10,5,8,0,7,6,21,4,2,1,0,5,7
"Indian Wells Masters","2015-404:71","Hard","Pablo Cuevas","R",23,"R32",5,2,78,51,32,17,13,3,6,0,-8,-2,-7,3,-4,-5,-1,-3,-1
"Indian Wells Masters","2015-404:72","Hard","Fernando Verdasco","L",31,"R32",5,2,89,64,41,16,14,3,6,0,1,-3,-10,12,1,-13,-1,0,3
"Indian Wells Masters","2015-404:73","Hard","Alexandr Dolgopolov","R",41,"R32",0,4,71,47,33,14,11,1,2,0,-12,2,7,10,1,-5,0,-1,0
"Indian Wells Masters","2015-404:74","Hard","Grigor Dimitrov","R",11,"R32",9,5,88,46,35,25,15,4,6,0,3,3,7,-14,-9,14,1,4,4
"Indian Wells Masters","2015-404:75","Hard","Michael Berrer","L",161,"R32",3,2,56,36,20,8,10,7,12,0,-1,1,-5,1,-3,-8,0,3,6
"Indian Wells Masters","2015-404:76","Hard","Donald Young","L",47,"R32",4,4,51,27,15,7,9,2,8,0,3,1,-9,-11,-8,-4,0,-1,2
"Indian Wells Masters","2015-404:77","Hard","Robin Haase","R",104,"R32",9,4,115,56,44,33,17,6,8,0,1,-3,-3,-8,-7,5,0,2,3
"Indian Wells Masters","2015-404:78","Hard","Steve Johnson","R",44,"R32",4,2,53,29,18,11,9,2,6,0,-3,1,3,6,-2,-3,0,1,4
"Indian Wells Masters","2015-404:79","Hard","Roberto Bautista Agut","R",16,"R32",0,2,80,56,35,12,13,4,9,0,-6,-5,4,6,-1,1,0,2,4
"Indian Wells Masters","2015-404:80","Hard","Andreas Seppi","R",33,"R32",3,2,77,35,24,17,9,9,12,0,-3,-1,18,-1,-3,5,-1,8,10
"Indian Wells Masters","2015-404:81","Hard","John Isner","R",20,"R16",8,0,65,51,39,7,11,1,2,0,1,-1,-3,5,1,-7,0,-1,0
"Indian Wells Masters","2015-404:82","Hard","Thanasi Kokkinakis","R",124,"R16",10,1,88,51,39,17,15,3,6,0,2,0,-19,-28,-14,2,0,-5,-4
"Indian Wells Masters","2015-404:83","Hard","Adrian Mannarino","L",38,"R16",1,3,71,50,26,11,9,7,11,0,-1,2,18,18,2,-1,0,4,7
"Indian Wells Masters","2015-404:84","Hard","Kei Nishikori","R",5,"R16",4,1,66,39,29,12,11,0,2,0,-8,-1,-5,-1,-4,-6,0,-6,-5
"Indian Wells Masters","2015-404:85","Hard","Tommy Robredo","R",19,"R16",4,2,51,36,19,8,8,4,7,0,-2,-1,4,13,-2,-8,-1,3,6
"Indian Wells Masters","2015-404:86","Hard","Gilles Simon","R",14,"R16",5,4,61,29,16,15,9,6,11,0,1,4,14,-4,-8,7,0,4,7
"Indian Wells Masters","2015-404:87","Hard","Lukas Rosol","R",30,"R16",7,6,85,41,30,19,14,3,7,0,-4,3,4,-10,-9,4,0,0,2
"Indian Wells Masters","2015-404:88","Hard","Jack Sock","R",58,"R16",3,6,72,38,24,14,8,8,11,0,-5,6,29,9,-1,3,-1,8,11
"Indian Wells Masters","2015-404:89","Hard","Bernard Tomic","R",35,"QF",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Wells Masters","2015-404:90","Hard","Feliciano Lopez","L",12,"QF",5,1,74,36,24,18,9,10,13,0,1,1,22,1,-3,6,-1,7,9
"Indian Wells Masters","2015-404:91","Hard","Rafael Nadal","L",3,"QF",7,1,103,66,54,24,17,3,4,0,-12,-5,-16,-7,-5,2,0,-3,-3
"Indian Wells Masters","2015-404:92","Hard","Tomas Berdych","R",9,"QF",2,5,57,26,16,12,8,4,8,0,1,4,17,0,-7,3,0,4,8
"Indian Wells Masters","2015-404:93","Hard","Andy Murray","R",4,"SF",2,4,55,26,13,14,8,2,6,0,1,2,0,-6,-7,-2,-1,0,3
"Indian Wells Masters","2015-404:94","Hard","Milos Raonic","R",6,"SF",9,1,64,37,28,16,11,5,7,0,4,1,1,-5,-5,2,0,4,6
"Indian Wells Masters","2015-404:95","Hard","Roger Federer","R",2,"F",6,3,98,57,41,15,14,8,13,0,-2,-2,-3,-4,-6,-6,-1,0,3
"Miami Masters","2015-403:1","Hard","Paolo Lorenzi","R",87,"R128",7,3,56,29,22,11,10,3,7,0,1,1,0,-6,-7,3,1,1,4
"Miami Masters","2015-403:2","Hard","Malek Jaziri","R",82,"R128",6,4,94,48,35,20,16,4,9,0,4,-3,-9,-8,-3,-5,0,0,0
"Miami Masters","2015-403:3","Hard","Lleyton Hewitt","R",107,"R128",5,7,112,64,46,25,17,4,9,0,-6,3,-19,-8,2,-12,0,-8,-6
"Miami Masters","2015-403:4","Hard","Ricardas Berankis","R",78,"R128",1,2,46,24,14,9,8,3,7,0,-3,0,-9,-9,-10,-4,-1,3,6
"Miami Masters","2015-403:5","Hard","Steve Johnson","R",43,"R128",15,5,77,42,32,14,14,1,5,0,9,5,-8,1,4,-13,1,-1,1
"Miami Masters","2015-403:6","Hard","Michael Berrer","L",164,"R128",5,7,95,64,50,11,16,2,6,0,0,0,-35,1,8,-28,0,-7,-5
"Miami Masters","2015-403:7","Hard","Samuel Groth","R",69,"R128",17,0,81,59,53,16,17,1,3,0,-5,-2,-27,-15,-5,-4,0,-5,-3
"Miami Masters","2015-403:8","Hard","Jiri Vesely","L",48,"R128",5,6,103,71,52,13,16,7,11,0,3,0,-18,-7,3,-10,-1,-2,-3
"Miami Masters","2015-403:9","Hard","Andrey Golubev","R",89,"R128",2,6,78,36,24,22,13,4,8,0,-2,1,-9,-7,-10,-2,-1,-1,1
"Miami Masters","2015-403:10","Hard","Marcos Baghdatis","R",58,"R128",4,5,52,23,13,12,8,1,5,0,1,5,11,-6,-14,5,0,-2,2
"Miami Masters","2015-403:11","Hard","Andreas Haider Maurer","R",56,"R128",5,6,79,43,33,17,14,2,5,0,-4,5,-20,-13,-7,-1,0,1,0
"Miami Masters","2015-403:12","Hard","Edouard Roger Vasselin","R",140,"R128",1,1,60,42,26,9,9,2,5,0,-7,-3,14,11,-2,-1,0,1,4
"Miami Masters","2015-403:13","Hard","Juan Martin Del Potro","R",616,"R128",6,7,73,39,29,18,11,1,3,0,-7,0,2,4,-3,-2,0,-4,-3
"Miami Masters","2015-403:14","Hard","Pablo Carreno Busta","R",54,"R128",6,0,78,41,29,16,12,7,11,0,1,-6,-16,-16,-9,-1,0,-1,0
"Miami Masters","2015-403:15","Hard","Ryan Harrison","R",119,"R128",4,2,72,40,28,16,10,2,4,0,-1,-1,2,3,-4,-1,-1,0,1
"Miami Masters","2015-403:16","Hard","Pablo Andujar","R",66,"R128",13,6,111,72,48,15,14,7,12,0,5,-2,30,23,16,3,1,1,0
"Miami Masters","2015-403:17","Hard","Thanasi Kokkinakis","R",108,"R128",6,3,79,52,32,10,14,4,10,0,3,-2,-16,-8,-9,-3,1,-2,0
"Miami Masters","2015-403:18","Hard","Joao Sousa","R",53,"R128",2,6,57,29,15,14,8,4,8,0,-1,2,3,-4,-11,3,0,-1,3
"Miami Masters","2015-403:19","Hard","Go Soeda","R",94,"R128",1,4,50,30,20,9,9,3,6,0,-3,1,-1,1,-5,-4,-1,1,3
"Miami Masters","2015-403:20","Hard","Diego Sebastian Schwartzman","R",61,"R128",0,6,85,49,25,16,12,6,12,0,-6,2,11,5,-8,8,0,4,5
"Miami Masters","2015-403:21","Hard","Victor Estrella","R",55,"R128",2,1,64,49,31,8,9,6,8,0,-14,-3,9,20,4,-7,-1,5,7
"Miami Masters","2015-403:22","Hard","Marinko Matosevic","R",76,"R128",4,1,62,39,22,9,9,6,11,0,1,-1,13,4,-6,4,0,4,7
"Miami Masters","2015-403:23","Hard","Kyle Edmund","R",144,"R128",1,1,47,25,13,10,8,0,4,0,-3,0,-5,-6,-11,-3,0,-2,2
"Miami Masters","2015-403:24","Hard","Yen Hsun Lu","R",62,"R128",0,1,23,12,4,3,3,3,6,0,-2,-1,9,3,-4,1,0,3,5
"Miami Masters","2015-403:25","Hard","Marcel Granollers","R",50,"R128",10,1,80,42,26,20,13,5,10,0,7,-1,2,-6,-12,5,0,4,7
"Miami Masters","2015-403:26","Hard","Denis Istomin","R",63,"R128",4,2,56,31,23,12,10,0,2,0,0,0,3,2,-1,-4,0,0,2
"Miami Masters","2015-403:27","Hard","Dusan Lajovic","R",73,"R128",9,5,90,52,37,17,13,4,7,0,6,4,16,2,4,2,0,1,0
"Miami Masters","2015-403:28","Hard","Adrian Menendez Maceiras","R",126,"R128",4,3,83,53,38,18,14,3,5,0,-3,-1,1,5,1,-5,-1,0,1
"Miami Masters","2015-403:29","Hard","Ruben Bemelmans","L",134,"R128",5,2,109,65,43,22,17,10,16,0,4,1,4,-15,-13,12,0,4,6
"Miami Masters","2015-403:30","Hard","Benjamin Becker","R",40,"R128",7,3,92,55,36,20,15,2,7,0,-5,-5,-17,2,-3,-4,-1,-4,-5
"Miami Masters","2015-403:31","Hard","Damir Dzumhur","R",92,"R128",1,4,71,47,34,11,13,3,6,0,-6,3,-10,-1,-1,-7,-1,1,2
"Miami Masters","2015-403:32","Hard","Sergiy Stakhovsky","R",51,"R128",6,4,112,60,45,24,15,9,12,0,-10,-1,-1,-5,-3,-3,-1,4,6
"Miami Masters","2015-403:33","Hard","Martin Klizan","L",41,"R64",0,3,92,50,26,17,12,12,19,0,-4,1,15,-3,-9,4,-1,11,15
"Miami Masters","2015-403:34","Hard","Gilles Muller","L",36,"R64",7,2,108,56,44,27,15,2,4,0,3,-3,8,2,2,-5,-1,-3,-1
"Miami Masters","2015-403:35","Hard","Pablo Cuevas","R",21,"R64",5,6,102,54,39,20,14,4,8,0,1,-1,-1,-2,1,-3,0,-4,-3
"Miami Masters","2015-403:36","Hard","Tommy Robredo","R",18,"R64",5,4,122,63,47,24,17,8,14,0,3,0,22,-10,-4,11,1,5,8
"Miami Masters","2015-403:37","Hard","Mikhail Kukushkin","R",57,"R64",1,2,94,55,30,19,13,5,12,0,-4,-3,-6,5,-2,-11,-1,-1,3
"Miami Masters","2015-403:38","Hard","Ivo Karlovic","R",22,"R64",4,3,53,29,24,10,9,7,10,0,3,-2,0,1,1,-6,0,6,9
"Miami Masters","2015-403:39","Hard","Alexander Zverev","R",129,"R64",3,2,69,39,27,16,10,3,5,0,0,1,-6,3,-2,-6,-1,1,2
"Miami Masters","2015-403:40","Hard","Federico Delbonis","L",77,"R64",2,2,50,35,16,6,7,6,11,0,1,0,11,7,-6,-1,0,5,10
"Miami Masters","2015-403:41","Hard","Mikhail Youzhny","R",64,"R64",0,6,64,44,20,9,8,11,16,0,-3,4,17,21,0,-4,1,11,16
"Miami Masters","2015-403:42","Hard","Simone Bolelli","R",47,"R64",2,2,104,52,32,30,15,5,8,0,-7,1,12,3,-3,6,-1,4,4
"Miami Masters","2015-403:43","Hard","Borna Coric","R",59,"R64",0,3,66,37,24,9,8,9,13,0,-4,-1,24,18,6,-5,0,9,13
"Miami Masters","2015-403:44","Hard","Roberto Bautista Agut","R",15,"R64",2,2,102,68,47,17,14,10,13,0,0,-2,16,14,11,2,1,4,4
"Miami Masters","2015-403:45","Hard","Vasek Pospisil","R",60,"R64",2,5,47,24,14,8,8,0,4,0,-2,4,7,1,-7,-4,0,-2,2
"Miami Masters","2015-403:46","Hard","Andrey Rublev","R",389,"R64",2,2,52,31,24,10,9,0,2,0,-5,-1,6,3,-3,-3,-1,0,2
"Miami Masters","2015-403:47","Hard","Jurgen Melzer","L",79,"R64",2,2,60,33,20,8,8,3,8,0,-3,2,6,-1,-4,-1,-1,1,4
"Miami Masters","2015-403:48","Hard","Teymuraz Gabashvili","R",80,"R64",3,0,37,25,18,6,8,1,4,0,-8,-3,-12,-3,-7,-5,-1,1,4
"Miami Masters","2015-403:49","Hard","Carlos Berlocq","R",68,"R64",4,3,112,68,44,18,16,7,12,0,-1,-5,-2,24,8,-19,0,3,6
"Miami Masters","2015-403:50","Hard","Albert Ramos","L",67,"R64",2,3,92,59,37,17,14,5,9,0,-1,2,0,9,1,-3,1,-5,-3
"Miami Masters","2015-403:51","Hard","Fabio Fognini","R",23,"R64",4,4,67,34,25,16,9,7,9,0,-2,1,4,1,-3,-5,-1,4,6
"Miami Masters","2015-403:52","Hard","Feliciano Lopez","L",12,"R64",10,5,89,42,36,28,15,4,6,0,-1,3,-12,-16,-8,3,-1,-1,-1
"Miami Masters","2015-403:53","Hard","Sam Querrey","R",42,"R64",19,1,95,62,49,19,17,3,6,0,5,-9,-20,-6,1,-9,0,1,2
"Miami Masters","2015-403:54","Hard","Jarkko Nieminen","L",71,"R64",7,2,74,44,32,15,11,5,7,0,4,-3,7,1,-1,0,0,5,6
"Miami Masters","2015-403:55","Hard","Robin Haase","R",98,"R64",3,3,82,45,30,15,12,4,9,0,-5,1,17,7,-2,1,1,2,6
"Miami Masters","2015-403:56","Hard","Donald Young","L",44,"R64",3,4,67,34,22,13,9,3,7,0,0,2,18,6,-1,-1,0,0,3
"Miami Masters","2015-403:57","Hard","Hyeon Chung","U",121,"R64",1,3,55,32,21,9,9,1,5,0,-8,2,8,3,-2,-4,-1,-1,1
"Miami Masters","2015-403:58","Hard","Austin Krajicek","L",146,"R64",10,3,86,47,33,24,12,8,10,0,-1,1,16,4,-6,10,0,7,8
"Miami Masters","2015-403:59","Hard","Filip Krajinovic","R",96,"R64",2,6,110,64,38,26,15,8,12,0,-2,3,18,12,2,4,1,4,5
"Miami Masters","2015-403:60","Hard","Tim Smyczek","R",75,"R64",0,5,94,61,41,19,14,3,5,0,-11,4,22,24,13,-7,0,3,4
"Miami Masters","2015-403:61","Hard","Ernests Gulbis","R",16,"R64",5,9,59,23,17,12,9,5,9,0,5,8,-3,-26,-16,4,0,5,8
"Miami Masters","2015-403:62","Hard","Jan Lennard Struff","R",72,"R64",6,5,62,36,25,7,10,1,5,0,4,3,0,10,8,-16,0,-3,-1
"Miami Masters","2015-403:63","Hard","James Duckworth","R",97,"R64",6,4,87,45,28,21,12,7,11,0,3,0,11,-5,-11,8,-1,5,8
"Miami Masters","2015-403:64","Hard","Nicolas Almagro","R",74,"R64",5,4,57,31,20,13,9,1,4,0,5,0,0,-6,-9,1,0,-2,1
"Miami Masters","2015-403:65","Hard","Steve Darcis","R",84,"R32",1,0,87,49,23,18,9,9,14,0,-4,0,35,9,-6,10,0,9,13
"Miami Masters","2015-403:66","Hard","Thomaz Bellucci","L",81,"R32",7,7,71,40,26,14,11,0,4,0,2,5,7,-2,-8,6,0,-1,1
"Miami Masters","2015-403:67","Hard","Alejandro Falla","L",133,"R32",1,2,55,29,18,11,9,1,4,0,1,1,0,-1,-7,-3,-1,1,3
"Miami Masters","2015-403:68","Hard","Lukas Rosol","R",30,"R32",4,2,80,44,29,19,11,8,11,0,2,0,18,0,-7,8,0,2,4
"Miami Masters","2015-403:69","Hard","Viktor Troicki","R",39,"R32",4,2,49,24,14,9,8,1,6,0,-1,-1,9,2,-5,-2,0,0,4
"Miami Masters","2015-403:70","Hard","Jerzy Janowicz","R",49,"R32",7,3,60,34,22,8,10,6,11,0,7,-2,4,-5,-7,1,1,3,6
