"tourney_name","match_id","surface","name","hand","rank","round","ace","df","svpt","1stIn","1stWon","2ndWon","SvGms","bpSaved","bpFaced","winner","diff_ace","diff_df","diff_svpt","diff_1stIn","diff_1stWon","diff_2ndWon","diff_SvGms","diff_bpSaved","diff_bpFaced"
"Tokyo","2015-329:1","Hard","Stan Wawrinka","R",4,"R32",11,2,57,37,30,12,11,0,1,1,9,0,-14,-9,-3,2,1,-2,-4
"Tokyo","2015-329:2","Hard","Tatsuma Ito","R",127,"R32",5,3,93,44,27,25,14,9,14,1,4,-1,-3,-8,2,2,1,-3,-5
"Tokyo","2015-329:3","Hard","Austin Krajicek","L",124,"R32",10,3,128,80,65,22,18,4,7,1,-5,-4,0,6,5,-5,0,-5,-4
"Tokyo","2015-329:4","Hard","Joao Sousa","R",45,"R32",7,1,83,52,38,17,14,4,6,1,-2,-4,-2,10,11,-4,1,0,-2
"Tokyo","2015-329:5","Hard","Gilles Simon","R",10,"R32",1,1,67,37,26,17,10,4,6,1,1,-4,6,4,2,7,0,3,1
"Tokyo","2015-329:6","Hard","Jiri Vesely","L",40,"R32",5,3,66,42,31,12,10,7,8,1,-5,3,16,10,7,3,0,7,5
"Tokyo","2015-329:7","Hard","Jeremy Chardy","R",27,"R32",2,1,23,16,15,5,5,0,0,1,-6,-4,-20,-6,0,-2,-1,-5,-8
"Tokyo","2015-329:8","Hard","Gilles Muller","L",43,"R32",7,3,54,28,22,17,9,4,4,1,3,-2,8,9,7,8,1,2,-1
"Tokyo","2015-329:9","Hard","Benoit Paire","R",32,"R32",11,4,92,46,39,21,13,12,13,1,8,-1,19,-3,2,11,0,11,9
"Tokyo","2015-329:10","Hard","Marcos Baghdatis","R",49,"R32",6,1,69,41,30,15,10,4,5,1,2,1,23,14,15,5,1,3,0
"Tokyo","2015-329:11","Hard","Nick Kyrgios","R",34,"R32",12,3,88,50,40,22,15,1,2,1,5,0,-17,-15,-3,2,0,-10,-13
"Tokyo","2015-329:12","Hard","Roberto Bautista Agut","R",22,"R32",4,3,44,23,17,10,8,3,5,1,1,2,-19,-10,-2,-1,-1,-4,-8
"Tokyo","2015-329:13","Hard","Marin Cilic","R",14,"R32",13,3,115,56,47,24,17,6,9,1,8,-4,-14,-7,3,-7,0,-4,-5
"Tokyo","2015-329:14","Hard","Steve Johnson","R",48,"R32",8,2,31,17,14,8,6,1,2,1,6,1,-9,-2,1,2,0,-2,-4
"Tokyo","2015-329:15","Hard","Sam Querrey","R",50,"R32",6,0,65,37,27,19,11,1,2,1,3,-3,-9,-13,-7,8,0,0,-1
"Tokyo","2015-329:16","Hard","Kei Nishikori","R",6,"R32",6,4,83,40,29,22,12,8,10,1,3,1,-2,-17,-5,11,1,0,-2
"Tokyo","2015-329:17","Hard","Stan Wawrinka","R",4,"R16",7,1,92,48,35,23,14,5,8,1,2,1,10,-3,-2,9,1,1,1
"Tokyo","2015-329:18","Hard","Austin Krajicek","L",124,"R16",11,4,100,71,51,11,14,8,10,1,1,2,9,18,10,-5,1,3,3
"Tokyo","2015-329:19","Hard","Gilles Simon","R",10,"R16",4,2,57,42,29,7,9,5,7,1,0,0,-5,6,11,-6,0,1,-2
"Tokyo","2015-329:20","Hard","Gilles Muller","L",43,"R16",17,5,85,51,45,17,12,7,7,1,12,-1,0,5,6,-5,0,5,5
"Tokyo","2015-329:21","Hard","Benoit Paire","R",32,"R16",5,9,83,41,34,18,15,3,7,1,1,6,-13,-14,-2,-1,1,-1,-1
"Tokyo","2015-329:22","Hard","Nick Kyrgios","R",34,"R16",8,0,45,27,23,14,9,0,0,1,5,-1,-4,-5,0,8,0,-1,-4
"Tokyo","2015-329:23","Hard","Marin Cilic","R",14,"R16",5,2,56,33,25,17,9,5,5,1,2,0,-7,-9,-2,10,0,-1,-4
"Tokyo","2015-329:24","Hard","Kei Nishikori","R",6,"R16",7,1,52,36,33,10,10,0,0,1,-3,-1,-19,-4,5,-6,-1,-1,-3
"Tokyo","2015-329:25","Hard","Stan Wawrinka","R",4,"QF",9,1,61,32,26,18,10,2,2,1,5,-1,14,2,2,10,1,0,-2
"Tokyo","2015-329:26","Hard","Gilles Muller","L",43,"QF",8,5,79,38,32,17,10,7,8,1,6,3,17,-2,6,8,1,6,4
"Tokyo","2015-329:27","Hard","Benoit Paire","R",32,"QF",10,10,77,34,31,19,13,2,4,1,5,6,-15,-27,-13,10,0,-6,-8
"Tokyo","2015-329:28","Hard","Kei Nishikori","R",6,"QF",4,1,79,44,33,26,15,2,3,1,-19,-2,-17,-18,-15,9,0,-5,-6
"Tokyo","2015-329:29","Hard","Stan Wawrinka","R",4,"SF",8,0,64,34,26,21,11,1,3,1,2,-6,-15,-15,-6,4,0,-2,-3
"Tokyo","2015-329:30","Hard","Benoit Paire","R",32,"SF",11,5,88,51,37,17,12,7,9,1,7,3,6,-1,-4,6,-1,4,3
"Tokyo","2015-329:31","Hard","Stan Wawrinka","R",4,"F",4,1,58,31,20,19,9,3,4,1,-2,0,6,9,1,8,0,3,0
"Stockholm","2015-429:1","Hard","Alexander Zverev","R",83,"R32",7,7,106,67,49,22,17,3,6,1,4,2,2,-1,3,4,0,3,2
"Stockholm","2015-429:2","Hard","Nicolas Almagro","R",73,"R32",15,4,89,49,45,18,15,0,1,1,11,4,-28,-25,-12,-3,-1,-7,-7
"Stockholm","2015-429:3","Hard","Grigor Dimitrov","R",26,"R32",14,1,64,41,35,10,11,4,6,1,14,-2,3,5,13,-1,1,0,-2
"Stockholm","2015-429:4","Hard","Marcos Baghdatis","R",46,"R32",7,3,66,38,31,17,10,1,1,1,2,1,8,9,11,1,1,0,-2
"Stockholm","2015-429:5","Hard","John Millman","R",76,"R32",5,1,68,41,30,17,10,4,5,1,2,-2,5,9,9,-1,-1,2,0
"Stockholm","2015-429:6","Hard","Gilles Muller","L",37,"R32",16,1,99,65,50,17,15,8,10,1,13,-1,13,8,13,2,2,4,1
"Stockholm","2015-429:7","Hard","Jack Sock","R",32,"R32",11,6,107,65,53,18,16,5,6,1,6,3,18,9,14,0,2,1,-1
"Stockholm","2015-429:8","Hard","Fernando Verdasco","L",44,"R32",1,1,46,35,29,9,10,0,1,1,-4,-2,-20,-10,0,1,0,0,-2
"Stockholm","2015-429:9","Hard","Leonardo Mayer","R",36,"R32",5,5,88,52,43,20,14,4,4,1,-2,0,6,7,10,0,0,3,-1
"Stockholm","2015-429:10","Hard","Jeremy Chardy","R",29,"R32",8,13,95,56,46,22,17,6,8,1,-9,10,-3,5,5,-4,0,3,2
"Stockholm","2015-429:11","Hard","Federico Delbonis","L",55,"R32",10,3,89,57,47,15,15,7,8,1,3,-2,-15,-4,0,-5,0,3,2
"Stockholm","2015-429:12","Hard","Steve Darcis","R",81,"R32",2,2,64,29,21,25,11,1,2,1,-5,1,-17,-23,-14,13,0,-12,-13
"Stockholm","2015-429:13","Hard","Tomas Berdych","R",5,"R16",7,1,60,33,25,13,10,2,4,1,4,-1,3,4,5,2,1,-2,-4
"Stockholm","2015-429:14","Hard","Grigor Dimitrov","R",26,"R16",11,0,43,28,26,10,9,0,0,1,9,-6,-13,5,9,-8,0,-1,-4
"Stockholm","2015-429:15","Hard","Marcos Baghdatis","R",46,"R16",15,5,74,45,34,14,11,4,6,1,9,1,4,-3,6,2,1,4,3
"Stockholm","2015-429:16","Hard","Gilles Muller","L",37,"R16",14,2,62,39,34,12,11,2,3,1,14,2,7,4,8,2,1,1,-1
"Stockholm","2015-429:17","Hard","Jack Sock","R",32,"R16",10,3,107,63,54,23,17,2,4,1,1,1,-7,-13,-2,1,0,-2,-3
"Stockholm","2015-429:18","Hard","Gilles Simon","R",15,"R16",2,3,60,39,27,12,9,2,3,1,-2,2,6,3,3,7,0,0,-3
"Stockholm","2015-429:19","Hard","Jeremy Chardy","R",29,"R16",4,4,61,40,34,12,11,1,2,1,2,2,-16,-4,3,-2,1,-3,-4
"Stockholm","2015-429:20","Hard","Richard Gasquet","R",12,"R16",4,0,26,17,14,6,5,0,0,1,4,-1,4,4,10,2,1,0,-3
"Stockholm","2015-429:21","Hard","Tomas Berdych","R",5,"QF",7,2,63,35,30,17,11,2,2,1,1,-1,-2,-9,-4,7,0,-2,-4
"Stockholm","2015-429:22","Hard","Marcos Baghdatis","R",46,"QF",10,3,114,61,47,27,16,5,8,1,-1,-1,17,6,1,10,1,2,2
"Stockholm","2015-429:23","Hard","Jack Sock","R",32,"QF",8,5,111,71,44,20,12,13,16,1,4,4,35,26,14,3,0,11,10
"Stockholm","2015-429:24","Hard","Richard Gasquet","R",12,"QF",4,4,103,64,40,20,15,6,11,1,0,0,22,18,9,2,1,5,6
"Stockholm","2015-429:25","Hard","Tomas Berdych","R",5,"SF",5,1,21,11,10,6,4,0,0,1,4,-3,1,1,5,2,1,-3,-5
"Stockholm","2015-429:26","Hard","Jack Sock","R",32,"SF",11,1,59,32,23,17,9,4,5,1,8,0,-5,-6,2,5,0,0,-3
"Stockholm","2015-429:27","Hard","Tomas Berdych","R",5,"F",9,1,54,31,28,13,10,0,1,1,1,-3,-12,-12,-1,3,0,-1,-3
"Umag","2015-439:1","Clay","Bastian Trinker","U",417,"R32",6,4,80,50,38,14,13,5,8,1,6,1,2,2,6,-1,0,3,2
"Umag","2015-439:2","Clay","Paolo Lorenzi","R",85,"R32",4,3,78,46,30,15,13,5,9,1,3,-1,-9,-9,-5,1,-1,3,2
"Umag","2015-439:3","Clay","Philipp Kohlschreiber","R",42,"R32",2,1,61,35,25,17,9,5,5,1,-2,-2,19,10,6,10,1,1,-2
"Umag","2015-439:4","Clay","Dusan Lajovic","R",119,"R32",0,0,57,30,22,17,9,3,4,1,-2,-8,-19,-20,-13,11,0,-3,-6
"Umag","2015-439:5","Clay","Andreas Haider Maurer","R",61,"R32",4,4,77,45,34,15,10,8,9,1,4,1,22,5,10,9,1,5,3
"Umag","2015-439:6","Clay","Martin Klizan","L",37,"R32",3,2,106,63,51,24,15,5,6,1,-6,-2,-24,-28,-9,4,-1,-4,-7
"Umag","2015-439:7","Clay","Fabio Fognini","R",32,"R32",1,4,65,41,25,14,10,4,6,1,-1,3,-3,0,-3,5,0,-3,-5
"Umag","2015-439:8","Clay","Damir Dzumhur","R",100,"R32",0,0,37,21,15,13,7,0,0,1,-1,-4,-12,-3,1,4,-1,-2,-7
"Umag","2015-439:9","Clay","Joao Sousa","R",51,"R32",3,3,52,33,25,9,7,8,9,1,2,0,7,11,16,1,-1,6,1
"Umag","2015-439:10","Clay","Borna Coric","R",36,"R32",1,3,58,30,22,15,9,4,5,1,1,1,-1,-5,-2,7,0,-3,-6
"Umag","2015-439:11","Clay","Aljaz Bedene","R",70,"R32",10,2,62,36,26,16,10,6,7,1,4,-1,10,11,7,5,1,6,4
"Umag","2015-439:12","Clay","Blaz Kavcic","R",132,"R32",3,7,114,79,55,11,15,6,10,1,1,3,21,21,16,-5,1,2,3
"Umag","2015-439:13","Clay","Gael Monfils","R",17,"R16",7,0,37,30,23,6,7,1,1,1,7,-3,-17,-5,7,-1,-1,-4,-9
"Umag","2015-439:14","Clay","Philipp Kohlschreiber","R",42,"R16",4,0,53,39,26,11,10,3,5,1,2,-4,-10,14,9,-2,0,-3,-6
"Umag","2015-439:15","Clay","Dominic Thiem","R",26,"R16",3,1,50,29,22,11,6,6,6,1,3,0,9,2,8,5,1,2,-1
"Umag","2015-439:16","Clay","Andreas Haider Maurer","R",61,"R16",7,5,65,36,32,11,10,3,5,1,4,5,-7,-5,7,-3,0,-6,-8
"Umag","2015-439:17","Clay","Fabio Fognini","R",32,"R16",1,0,54,34,26,13,11,0,2,1,-1,-1,-5,-10,-1,9,1,-5,-7
"Umag","2015-439:18","Clay","Joao Sousa","R",51,"R16",3,1,49,25,17,13,8,1,3,1,2,-1,-1,2,4,5,0,-2,-6
"Umag","2015-439:19","Clay","Borna Coric","R",36,"R16",2,1,54,36,29,10,10,4,5,1,-2,0,-3,7,5,-1,0,-1,-3
"Umag","2015-439:20","Clay","Roberto Bautista Agut","R",22,"R16",8,1,43,26,23,10,8,0,0,1,8,-2,5,2,10,8,1,-1,-5
"Umag","2015-439:21","Clay","Gael Monfils","R",17,"QF",7,6,89,51,40,23,16,1,4,1,6,4,-10,-15,0,2,0,-4,-4
"Umag","2015-439:22","Clay","Dominic Thiem","R",26,"QF",3,0,64,36,29,19,11,0,1,1,-3,-1,-7,-2,4,8,0,-4,-8
"Umag","2015-439:23","Clay","Joao Sousa","R",51,"QF",2,3,90,42,32,29,14,3,5,1,1,0,1,-11,-6,9,-1,2,1
"Umag","2015-439:24","Clay","Roberto Bautista Agut","R",22,"QF",1,1,64,44,28,15,9,4,4,1,1,-1,-2,11,9,-4,0,-3,-6
"Umag","2015-439:25","Clay","Dominic Thiem","R",26,"SF",3,2,67,49,32,11,11,4,6,1,-3,-2,-4,9,5,-5,-1,-4,-6
"Umag","2015-439:26","Clay","Joao Sousa","R",51,"SF",3,4,87,49,36,22,13,6,7,1,1,-2,-15,-16,-7,6,-1,-9,-12
"Umag","2015-439:27","Clay","Dominic Thiem","R",26,"F",1,0,36,27,21,8,8,0,1,1,0,0,-15,-6,0,5,-1,-1,-5
"Cincinnati Masters","2015-422:1","Hard","Benoit Paire","R",42,"R64",8,2,81,43,33,18,12,1,4,1,1,-4,-5,-3,0,0,0,-3,-3
"Cincinnati Masters","2015-422:2","Hard","Fernando Verdasco","L",43,"R64",9,6,112,66,47,26,15,8,9,1,-5,-1,17,17,8,4,1,3,2
"Cincinnati Masters","2015-422:3","Hard","David Goffin","R",14,"R64",5,8,115,61,39,28,16,7,12,1,-3,3,17,8,3,10,1,0,-1
"Cincinnati Masters","2015-422:4","Hard","Ivo Karlovic","R",21,"R64",35,6,110,79,64,12,16,10,10,1,29,0,1,22,26,-19,1,5,3
"Cincinnati Masters","2015-422:5","Hard","Martin Klizan","L",39,"R64",16,10,131,72,55,25,17,9,12,1,7,6,38,16,12,1,1,9,11
"Cincinnati Masters","2015-422:6","Hard","Borna Coric","R",38,"R64",4,3,106,59,45,24,16,6,8,1,-10,-2,-2,-14,-13,10,-1,3,3
"Cincinnati Masters","2015-422:7","Hard","Bernard Tomic","R",24,"R64",5,2,52,35,29,10,10,1,2,1,-1,0,0,5,9,-2,1,-1,-3
"Cincinnati Masters","2015-422:8","Hard","Jared Donaldson","R",153,"R64",8,7,109,57,47,24,16,5,7,1,4,6,10,4,12,0,0,3,0
"Cincinnati Masters","2015-422:9","Hard","Jerzy Janowicz","R",52,"R64",7,6,61,36,33,12,11,1,1,1,-7,1,-3,1,5,-3,0,-3,-5
"Cincinnati Masters","2015-422:10","Hard","Sam Querrey","R",34,"R64",12,1,56,31,29,17,10,0,0,1,0,-3,-11,-16,-4,7,-1,-3,-5
"Cincinnati Masters","2015-422:11","Hard","Tommy Robredo","R",26,"R64",5,3,72,40,28,19,12,1,3,1,4,-3,0,-15,-8,15,-1,1,-2
"Cincinnati Masters","2015-422:12","Hard","Thomaz Bellucci","L",33,"R64",7,5,77,44,31,18,10,5,6,1,-2,3,9,-3,-2,10,0,-2,-4
"Cincinnati Masters","2015-422:13","Hard","Joao Sousa","R",44,"R64",3,0,77,48,40,20,14,0,0,1,-5,-3,-12,-1,6,-2,0,-3,-7
"Cincinnati Masters","2015-422:14","Hard","Thanasi Kokkinakis","R",79,"R64",3,6,81,41,35,20,14,4,5,1,-2,-2,-1,-2,0,4,1,-2,-4
"Cincinnati Masters","2015-422:15","Hard","Richard Gasquet","R",13,"R64",4,1,45,20,16,17,8,2,2,1,0,-6,1,-2,5,9,1,0,-4
"Cincinnati Masters","2015-422:16","Hard","Grigor Dimitrov","R",17,"R64",11,0,66,31,26,25,13,1,2,1,6,-4,-6,-9,-5,11,0,-1,-3
"Cincinnati Masters","2015-422:17","Hard","Vasek Pospisil","R",47,"R64",11,1,55,32,25,14,10,1,2,1,11,0,8,0,5,6,1,0,-2
"Cincinnati Masters","2015-422:18","Hard","Mardy Fish","R",1034,"R64",9,0,48,26,19,16,8,3,3,1,7,-2,0,0,-2,11,0,-1,-5
"Cincinnati Masters","2015-422:19","Hard","Jeremy Chardy","R",27,"R64",7,3,49,28,24,14,9,3,3,1,-2,2,-15,-11,-3,4,0,-2,-5
"Cincinnati Masters","2015-422:20","Hard","Andreas Seppi","R",25,"R64",3,4,66,32,25,16,9,7,8,1,1,0,3,-1,2,7,0,-1,-4
"Cincinnati Masters","2015-422:21","Hard","Feliciano Lopez","L",23,"R64",12,2,64,35,30,20,11,1,1,1,-3,-2,-8,-4,0,2,0,-1,-2
"Cincinnati Masters","2015-422:22","Hard","Kevin Anderson","R",15,"R64",20,3,91,56,47,18,14,5,6,1,17,0,-2,-5,6,-2,0,4,3
"Cincinnati Masters","2015-422:23","Hard","Jack Sock","R",30,"R64",1,8,50,26,20,14,8,1,1,1,0,8,15,4,7,10,1,0,-4
"Cincinnati Masters","2015-422:24","Hard","Roberto Bautista Agut","R",22,"R64",4,2,57,30,24,18,10,1,1,1,-1,0,1,1,2,5,1,-2,-4
"Cincinnati Masters","2015-422:25","Hard","Novak Djokovic","R",1,"R32",1,1,62,43,27,10,10,3,5,1,-3,-2,-28,1,1,-8,0,-7,-10
"Cincinnati Masters","2015-422:26","Hard","David Goffin","R",14,"R32",0,1,78,53,42,12,11,6,7,1,-6,-5,4,11,15,-8,0,4,3
"Cincinnati Masters","2015-422:27","Hard","Ivo Karlovic","R",21,"R32",14,3,60,40,35,13,11,3,3,1,9,2,5,13,14,-4,1,3,2
"Cincinnati Masters","2015-422:28","Hard","Stan Wawrinka","R",5,"R32",16,4,95,52,43,24,16,0,2,1,13,0,-1,-2,-2,4,2,-6,-5
"Cincinnati Masters","2015-422:29","Hard","Alexandr Dolgopolov","R",66,"R32",6,1,49,24,21,14,8,3,3,1,2,-6,-7,-6,1,5,-1,2,-2
"Cincinnati Masters","2015-422:30","Hard","Jerzy Janowicz","R",52,"R32",6,2,75,51,39,15,11,5,6,1,-3,-3,7,12,6,1,0,5,4
"Cincinnati Masters","2015-422:31","Hard","Tommy Robredo","R",26,"R32",4,0,71,40,32,23,14,4,5,1,-2,-6,-4,0,3,5,0,1,-2
"Cincinnati Masters","2015-422:32","Hard","Tomas Berdych","R",6,"R32",4,2,59,32,26,13,9,6,7,1,-1,1,4,-1,6,5,1,2,-1
"Cincinnati Masters","2015-422:33","Hard","Marin Cilic","R",9,"R32",6,2,53,29,23,13,9,0,1,1,5,0,2,6,10,-1,0,-3,-6
"Cincinnati Masters","2015-422:34","Hard","Richard Gasquet","R",13,"R32",3,2,67,37,30,17,10,1,1,1,-3,1,7,2,5,6,0,1,-1
"Cincinnati Masters","2015-422:35","Hard","Grigor Dimitrov","R",17,"R32",10,2,81,49,41,18,12,3,4,1,-3,0,-14,-15,-6,3,0,-2,-2
"Cincinnati Masters","2015-422:36","Hard","Andy Murray","R",2,"R32",7,3,64,45,31,8,11,1,5,1,4,2,-13,3,1,-1,0,-6,-7
"Cincinnati Masters","2015-422:37","Hard","Rafael Nadal","L",8,"R32",3,4,74,49,37,14,10,9,9,1,0,1,23,25,20,-2,1,7,5
"Cincinnati Masters","2015-422:38","Hard","Feliciano Lopez","L",23,"R32",17,4,78,37,31,22,10,6,6,1,13,2,16,9,12,-1,0,4,2
"Cincinnati Masters","2015-422:39","Hard","Kevin Anderson","R",15,"R32",17,4,67,37,33,15,11,0,1,1,13,1,-2,-1,3,2,1,-3,-4
"Cincinnati Masters","2015-422:40","Hard","Roger Federer","R",3,"R32",6,2,49,21,20,20,10,0,0,1,2,2,-23,-29,-10,7,0,-8,-10
"Cincinnati Masters","2015-422:41","Hard","Novak Djokovic","R",1,"R16",3,7,77,49,32,13,14,1,6,1,1,4,1,6,4,-3,1,-1,-1
"Cincinnati Masters","2015-422:42","Hard","Stan Wawrinka","R",5,"R16",8,3,132,78,62,34,18,3,3,1,-27,-4,12,-2,-6,11,0,0,0
"Cincinnati Masters","2015-422:43","Hard","Alexandr Dolgopolov","R",66,"R16",11,4,87,51,36,19,14,4,7,1,4,-3,2,-3,-2,7,0,-2,-3
"Cincinnati Masters","2015-422:44","Hard","Tomas Berdych","R",6,"R16",6,1,39,21,19,12,7,1,1,1,6,0,4,4,12,7,1,-3,-8
"Cincinnati Masters","2015-422:45","Hard","Richard Gasquet","R",13,"R16",3,2,98,67,47,13,11,6,7,1,-3,1,40,36,24,-1,1,0,-2
"Cincinnati Masters","2015-422:46","Hard","Andy Murray","R",2,"R16",3,6,115,66,47,21,17,8,13,1,-4,-3,0,7,8,-7,0,1,1
"Cincinnati Masters","2015-422:47","Hard","Feliciano Lopez","L",23,"R16",14,4,99,53,39,28,17,8,11,1,9,0,3,-12,-10,11,0,5,5
"Cincinnati Masters","2015-422:48","Hard","Roger Federer","R",3,"R16",4,2,36,22,19,9,7,0,0,1,-2,0,-16,-11,0,3,0,-5,-10
"Cincinnati Masters","2015-422:49","Hard","Novak Djokovic","R",1,"QF",1,2,45,31,23,10,8,0,0,1,-3,1,-13,2,4,-3,-1,0,-4
"Cincinnati Masters","2015-422:50","Hard","Alexandr Dolgopolov","R",66,"QF",5,0,44,24,22,14,9,0,0,1,1,-4,-17,-9,3,-1,0,-2,-5
"Cincinnati Masters","2015-422:51","Hard","Andy Murray","R",2,"QF",8,2,80,54,39,13,14,3,5,1,3,-1,-7,7,7,-6,1,-5,-7
"Cincinnati Masters","2015-422:52","Hard","Roger Federer","R",3,"QF",8,0,53,37,31,10,10,3,3,1,-1,-2,-2,7,9,-2,1,1,-1
"Cincinnati Masters","2015-422:53","Hard","Novak Djokovic","R",1,"SF",8,6,103,62,40,24,15,5,8,1,2,0,15,20,11,1,0,4,3
"Cincinnati Masters","2015-422:54","Hard","Roger Federer","R",3,"SF",4,2,64,35,27,23,11,0,0,1,-5,2,-16,-14,-9,6,0,-3,-4
"Cincinnati Masters","2015-422:55","Hard","Roger Federer","R",3,"F",7,2,61,35,29,19,11,0,0,1,2,-2,-18,-12,-4,4,1,-7,-8
"Shanghai Masters","2015-5014:1","Hard","Martin Klizan","L",44,"R64",4,2,63,39,24,13,10,1,5,1,1,0,-21,-17,-5,2,0,-6,-8
"Shanghai Masters","2015-5014:2","Hard","Dominic Thiem","R",18,"R64",8,1,64,32,25,18,9,3,3,1,7,-4,-2,-6,-2,8,0,0,-3
"Shanghai Masters","2015-5014:3","Hard","Feliciano Lopez","L",17,"R64",9,4,70,42,34,12,11,0,1,1,6,0,-26,-20,-5,-5,0,-11,-12
"Shanghai Masters","2015-5014:4","Hard","Richard Gasquet","R",11,"R64",6,0,57,38,33,11,10,0,0,1,-12,-6,-16,-3,-2,2,0,-1,-3
"Shanghai Masters","2015-5014:5","Hard","Vasek Pospisil","R",43,"R64",10,2,60,39,32,11,10,3,3,1,10,1,-1,1,6,0,1,0,-2
"Shanghai Masters","2015-5014:6","Hard","Bernard Tomic","R",20,"R64",5,1,61,47,38,11,11,0,0,1,-6,-1,-2,9,7,-2,1,-3,-4
"Shanghai Masters","2015-5014:7","Hard","Steve Johnson","R",47,"R64",14,1,105,60,48,18,15,10,14,1,9,-1,10,10,16,-3,1,6,5
"Shanghai Masters","2015-5014:8","Hard","David Goffin","R",16,"R64",5,3,53,30,27,12,9,2,2,1,2,0,-10,-5,3,1,0,-5,-8
"Shanghai Masters","2015-5014:9","Hard","John Isner","R",13,"R64",20,2,42,36,30,3,8,1,1,1,14,-1,-2,14,18,-6,1,-3,-7
"Shanghai Masters","2015-5014:10","Hard","Gilles Simon","R",14,"R64",1,4,80,46,31,19,13,2,5,1,-1,1,13,7,9,6,1,0,-3
"Shanghai Masters","2015-5014:11","Hard","Leonardo Mayer","R",38,"R64",3,0,28,16,14,10,6,0,0,1,3,-2,-18,-6,4,3,-1,-6,-12
"Shanghai Masters","2015-5014:12","Hard","Jack Sock","R",33,"R64",10,3,57,35,29,11,9,1,1,1,6,0,-9,-8,4,-1,0,-4,-7
"Shanghai Masters","2015-5014:13","Hard","Ivo Karlovic","R",21,"R64",18,2,71,47,39,12,11,4,4,1,11,-1,10,7,5,0,0,4,3
"Shanghai Masters","2015-5014:14","Hard","Roberto Bautista Agut","R",23,"R64",4,1,54,33,27,12,9,2,2,1,1,-5,2,6,11,-1,1,-2,-5
"Shanghai Masters","2015-5014:15","Hard","Milos Raonic","R",9,"R64",7,2,69,40,38,14,12,0,1,1,2,2,1,-3,2,-1,0,-2,-2
"Shanghai Masters","2015-5014:16","Hard","Marin Cilic","R",12,"R64",15,2,98,65,48,16,16,4,7,1,14,1,-21,-3,7,-15,1,-7,-7
"Shanghai Masters","2015-5014:17","Hard","Borna Coric","R",40,"R64",5,3,88,55,36,23,14,4,7,1,-2,0,-9,-2,-4,0,0,0,1
"Shanghai Masters","2015-5014:18","Hard","Viktor Troicki","R",24,"R64",6,4,93,55,38,17,14,3,6,1,-2,1,-7,-2,-3,-3,0,-4,-4
"Shanghai Masters","2015-5014:19","Hard","Nick Kyrgios","R",32,"R64",13,1,46,29,23,12,8,5,5,1,7,-7,-22,-2,2,-2,-1,0,-4
"Shanghai Masters","2015-5014:20","Hard","Fabio Fognini","R",26,"R64",3,5,59,31,26,16,11,0,2,1,1,1,-21,-9,7,-7,1,-8,-9
"Shanghai Masters","2015-5014:21","Hard","Kevin Anderson","R",10,"R64",22,2,53,36,34,10,11,0,0,1,17,-3,-35,-17,0,-8,1,-12,-14
"Shanghai Masters","2015-5014:22","Hard","Jo Wilfried Tsonga","R",15,"R64",14,3,86,49,37,25,14,1,2,1,13,3,-11,-19,-4,10,0,-5,-9
"Shanghai Masters","2015-5014:23","Hard","Victor Estrella","R",66,"R64",2,3,89,55,39,19,14,7,9,1,0,-3,10,6,4,2,0,2,0
"Shanghai Masters","2015-5014:24","Hard","Albert Ramos","L",70,"R64",6,1,90,69,51,14,16,4,5,1,-14,-1,1,6,0,2,0,0,-1
"Shanghai Masters","2015-5014:25","Hard","Novak Djokovic","R",1,"R32",4,0,49,36,21,12,8,0,1,1,-1,-4,2,10,7,6,1,-5,-9
"Shanghai Masters","2015-5014:26","Hard","Feliciano Lopez","L",17,"R32",16,3,118,70,58,27,17,9,10,1,6,1,9,13,15,-6,1,5,4
"Shanghai Masters","2015-5014:27","Hard","Richard Gasquet","R",11,"R32",1,0,71,44,33,18,14,0,2,1,-12,-2,-36,-15,-12,-2,-1,-9,-10
"Shanghai Masters","2015-5014:28","Hard","Bernard Tomic","R",20,"R32",8,0,60,36,27,13,9,8,9,1,4,-2,5,2,6,4,0,7,4
"Shanghai Masters","2015-5014:29","Hard","Andy Murray","R",2,"R32",4,5,56,32,27,11,9,2,3,1,0,3,4,-2,8,4,0,1,-2
"Shanghai Masters","2015-5014:30","Hard","John Isner","R",13,"R32",21,0,67,47,35,15,11,0,0,1,18,-4,6,9,2,4,1,-2,-3
"Shanghai Masters","2015-5014:31","Hard","Gilles Simon","R",14,"R32",2,3,121,76,48,25,15,10,12,1,-8,-6,24,26,14,3,0,6,3
"Shanghai Masters","2015-5014:32","Hard","Tomas Berdych","R",5,"R32",13,1,116,65,48,24,16,11,14,1,8,-4,23,14,7,3,0,10,10
"Shanghai Masters","2015-5014:33","Hard","Rafael Nadal","L",7,"R32",4,2,110,74,58,24,18,3,4,1,-20,-3,2,3,1,5,0,1,0
"Shanghai Masters","2015-5014:34","Hard","Milos Raonic","R",9,"R32",19,4,117,70,56,22,17,6,7,1,19,4,12,5,3,2,0,4,3
"Shanghai Masters","2015-5014:35","Hard","Marin Cilic","R",12,"R32",6,0,34,24,20,8,7,0,0,1,3,0,-25,-14,3,-1,-1,-5,-10
"Shanghai Masters","2015-5014:36","Hard","Stan Wawrinka","R",4,"R32",5,4,82,49,36,18,11,2,3,1,3,2,20,14,13,2,1,-4,-5
