"tourney_name","match_id","surface","name","hand","rank","round","ace","df","svpt","FirstIn","FirstWon","SecondWon","SvGms","bpSaved","bpFaced","winner","diff_ace","diff_df","diff_svpt","diff_1stIn","diff_1stWon","diff_2ndWon","diff_SvGms","diff_bpSaved","diff_bpFaced"
"Australian Open","2015-580:22","Hard","Sam Querrey","R",-0.343972028591549,"R128",2.92585226894598,1.62625679577593,2.00205384836229,1.83893660385107,2.07961185554918,1.55938960927724,2.79664545481669,-0.00244924029109999,0.336746279527139,0,0.656906631916192,0.62637999042868,-1.51481063718653,-0.810336476266792,0.0127388105037016,-2.59155263066487,-1.36160323795238,-1.71255914999718,-1.04263414237813
"Brisbane","2015-339:8","Hard","Lleyton Hewitt","R",-0.0752608851940347,"R32",-0.954296133449092,-0.410437222558971,-1.24312408427511,-1.45351828731478,-1.59156687637218,-0.297133495883737,-1.10932406359224,-0.96842961110089,-0.589100584505649,0,-1.74012840284691,0.62637999042868,-0.150647303167007,-1.08310749154954,-2.00484803985579,0.968635228723294,-1.36160323795238,-0.237742332385945,0.343795074594003
"Roland Garros","2015-520:4","Clay","Bernard Tomic","R",-0.393327136562521,"R128",0.0157409671496757,-0.817776026225951,1.68110218469485,1.89381085203717,1.86366016543616,1.13096120039394,1.5760299803139,0.319544216645497,-0.126177152489255,1,-0.275273659380568,-0.679811064691542,0.639131469160083,1.64460266127796,2.26768881972902,-1.45876558449591,1.36436791457767,-0.483545135321151,-0.696026838135097
"Canada Masters","2015-421:18","Hard","Frank Dancevic","R",0.840550562711779,"R64",-0.792623283349297,0.811579188441971,-0.815188532718533,-0.795027309081608,-0.727760115920098,-1.15399031365034,-0.865200968691684,0.319544216645497,0.336746279527139,0,0.124232179746615,1.27947551798879,0.351939188313868,0.0989002413423766,0.368783548802436,-1.13511214273335,0.00138233831264201,0.74546887935488,1.03700968308007
"Australian Open","2015-580:122","Hard","Kei Nishikori","R",-0.508489055161455,"QF",-0.145931882950119,-0.410437222558971,0.504279417914255,0.521954647384733,0.567950024758029,0.274104382627333,0.599537600711665,1.28552458745529,1.03113142755173,0,-2.00646562893169,-0.679811064691542,0.208343047890761,0.189823913103293,-0.580669086660856,-0.164151817445666,-1.36160323795238,1.23707448522529,1.21031333520159
"Memphis","2015-402:14","Hard","Austin Krajicek","L",0.319579978573741,"R16",1.14745091784824,-0.817776026225951,0.682585897729497,1.45481686654839,1.79167626873182,-0.439942965511505,0.843660695612223,-0.646436154164294,-0.820562300513846,1,-2.40597146805888,-2.63909764737187,0.423737258525422,1.73552633303888,1.43691776369864,-0.973285421852067,0.00138233831264201,-0.729347938256357,-0.522723186013581
"Shanghai Masters","2015-5014:23","Hard","Victor Estrella","R",-0.173971101135979,"R64",-0.792623283349297,-0.00309841889199019,0.325972938099014,0.357331902826441,0.280014437940667,0.4169138522551,0.355414505811107,0.96353113051869,0.568207995535336,1,-0.00893643329577934,-1.0063588284716,0.710929539371637,0.553518600146961,0.487465128235348,0.321328345198174,0.00138233831264201,0.499666076419673,-0.0028122296490307
"Istanbul","2015-7163:5","Clay","Jurgen Melzer","L",-0.0807447860796983,"R32",-1.11596898354889,-0.817776026225951,-1.84936611564693,-1.61814103187307,-1.59156687637218,-1.43960925290588,-2.08581644319448,-0.324442697227697,-0.820562300513846,1,-0.00893643329577934,0.299832226648624,0.567333398948529,0.553518600146961,0.606146707668259,0.321328345198174,1.36436791457767,-0.237742332385945,-0.349419533892064
"Moscow","2015-438:27","Hard","Roberto Bautista Agut","R",-0.387843235676857,"F",-0.307604733049913,-1.22511482989293,-0.922172420607678,-0.465781819965023,-0.583792322511418,-1.29679978327811,-0.621077873791126,-1.29042306803749,-1.05202401652204,0,-0.541610885465357,-0.0267155371314312,-1.37121449676342,0.00797656958145975,-0.343305927795033,-1.62059230537719,0.00138233831264201,-0.975150741191563,-0.349419533892064
"Davis Cup WG R1: GBR vs USA","2015-D002:4","Hard","James Ward","R",0.0728044387188812,"RR",1.14745091784824,-0.410437222558971,-0.957833716570726,-0.630404564523316,-0.00792114887669447,-0.15432402625597,-1.10932406359224,-0.00244924029109999,-1.28348573253024,0,1.58908692321295,-0.353263300911486,-0.150647303167007,0.189823913103293,1.79296250199738,0.968635228723294,0.00138233831264201,0.74546887935488,-0.522723186013581
"Monte Carlo Masters","2015-410:43","Clay","Rafael Nadal","L",-0.508489055161455,"R16",0.0157409671496757,-1.22511482989293,0.361634234062062,0.960948632873514,1.14382119839275,0.274104382627333,0.843660695612223,-0.646436154164294,-0.820562300513846,1,-0.674779498507751,-0.353263300911486,-0.868628005282544,0.371671256625127,0.487465128235348,-0.164151817445666,1.36436791457767,-0.483545135321151,-0.349419533892064
"Barcelona","2015-425:40","Clay","Rafael Nadal","L",-0.513972956047119,"R16",-0.954296133449092,-1.22511482989293,-0.315930389235856,0.0829606618959527,-0.439824529102737,-0.72556190476704,-0.376954778890568,-0.00244924029109999,0.336746279527139,0,-0.00893643329577934,-0.353263300911486,-1.15582028612876,0.28074758486421,-0.461987507227945,-1.45876558449591,0.00138233831264201,-1.71255914999718,-1.04263414237813
"Davis Cup G1 R1: BAR vs DOM","2015-D016:4","Hard","Jose Hernandez","U",0.933776877768059,"RR",0.824105217648649,-0.00309841889199019,0.432956825988159,-0.356033323592828,-0.871727909328779,0.845342261138403,-0.13283168399001,-0.96842961110089,0.336746279527139,1,1.18958108408577,-0.0267155371314312,1.57250638191028,0.462594928386044,-1.29275856325833,-0.487805259208227,0.00138233831264201,0.74546887935488,1.90352794368765
"Nottingham","2015-741:12","Grass","Taylor Harry Fritz","U",3.63734001440019,"R64",0.339086667349265,-0.817776026225951,-0.708204644829388,-0.795027309081608,-0.727760115920098,-0.297133495883737,-0.865200968691684,-0.324442697227697,-0.589100584505649,1,1.05641247104338,-0.679811064691542,0.136544977679207,-0.264794445701291,0.368783548802436,1.13046194960457,1.36436791457767,-0.729347938256357,-1.04263414237813
"Nottingham","2015-741:28","Grass","Taylor Harry Fritz","U",3.63734001440019,"R32",0.17741381724947,-1.22511482989293,-0.315930389235856,-0.685278812709413,-1.01569570273746,0.274104382627333,-0.865200968691684,1.28552458745529,1.03113142755173,0,-0.541610885465357,-0.0267155371314312,2.14689094360271,0.28074758486421,-1.0553954043925,1.93959555401098,0.00138233831264201,1.97448289403091,1.90352794368765
"Sydney","2015-338:25","Hard","Mikhail Kukushkin","R",-0.173971101135979,"SF",-0.469277583149708,-0.410437222558971,-0.173285205383663,-0.904775805453804,-0.583792322511418,0.98815173076617,-0.621077873791126,2.25150495826508,1.03113142755173,1,-0.541610885465357,-0.353263300911486,0.280141118102315,-1.26495483507138,-0.699350666093768,1.93959555401098,0.00138233831264201,1.7286800910957,0.863706030958553
"Estoril","2015-7290:2","Clay","Alejandro Gonzalez","R",0.0453849342905634,"R32",-0.630950433249503,-0.817776026225951,-0.922172420607678,-0.959650053639901,-1.30363128955482,-0.72556190476704,-0.865200968691684,-0.324442697227697,0.105284563518942,0,-0.142105046338174,-0.0267155371314312,0.136544977679207,-0.355718117462208,-1.0553954043925,0.159501624316894,0.00138233831264201,0.253863273484467,0.690402378837036
"St. Petersburg","2015-568:11","Hard","Marcos Baghdatis","R",-0.250745713535268,"R32",0.0157409671496757,-0.410437222558971,-0.24460779730976,-0.520656068151121,-0.367840632398396,0.845342261138403,0.355414505811107,-0.96842961110089,-0.820562300513846,1,0.390569405831404,-2.31254988359182,-3.59695467332158,-2.62880991148513,-2.12352961928871,-0.00232509656438621,-1.36160323795238,-2.4499675588028,-2.08245605510723
"Quito","2015-7161:17","Clay","Renzo Olivo","R",0.917325175111068,"R16",-0.792623283349297,1.62625679577593,0.0050212744315786,0.0280864137098551,-0.00792114887669447,-0.439942965511505,-0.376954778890568,-0.324442697227697,-0.357638868497452,0,-0.408442272422962,2.25911880932896,0.495535328736976,0.0989002413423766,0.0127388105037016,-0.164151817445666,0.00138233831264201,-0.237742332385945,-0.0028122296490307
"Canada Masters","2015-421:15","Hard","Gilles Simon","R",-0.475585649847474,"R64",-0.469277583149708,-0.410437222558971,-0.315930389235856,-0.685278812709413,-0.727760115920098,0.559723321882868,-0.865200968691684,-0.646436154164294,-1.05202401652204,1,0.257400792789009,-0.353263300911486,1.57250638191028,0.644442271907878,0.487465128235348,1.93959555401098,0.00138233831264201,0.00806047054926132,-0.522723186013581
"Kuala Lumpur","2015-6003:18","Hard","Nikoloz Basilashvili","R",-0.0149379754517356,"R16",-0.469277583149708,0.40424038477499,0.6112633058034,0.960948632873514,0.78390171487105,0.131294912999565,0.599537600711665,0.319544216645497,0.336746279527139,0,-1.8732970158893,0.62637999042868,0.78272760958319,0.826289615429712,0.606146707668259,-0.487805259208227,-1.36160323795238,0.499666076419673,0.517098726715519
"Madrid Masters","2015-1536:38","Clay","Leonardo Mayer","R",-0.387843235676857,"R32",0.17741381724947,-0.00309841889199019,0.290311642135965,0.302457654640343,0.423982231349348,1.13096120039394,-0.13283168399001,-0.646436154164294,-1.05202401652204,1,-0.94111672459254,0.299832226648624,0.280141118102315,0.553518600146961,0.368783548802436,0.644981786960734,0.00138233831264201,0.00806047054926132,-0.0028122296490307
"Halle","2015-500:29","Grass","Ivo Karlovic","R",-0.387843235676857,"SF",2.11748801844701,-0.817776026225951,-0.315930389235856,-0.0267878344762425,0.280014437940667,-0.0115145566282022,-0.13283168399001,-1.29042306803749,-1.51494744853844,0,1.85542414929774,0.299832226648624,-0.509637654224776,-0.810336476266792,-1.0553954043925,0.483155066079454,0.00138233831264201,-0.237742332385945,-0.176115881770547
"Munich","2015-308:1","Clay","Jan Lennard Struff","R",-0.141067695821997,"R32",0.0157409671496757,2.03359559944291,1.07486015332303,0.686577391943026,0.351998334645007,0.702532791510635,0.843660695612223,0.641537673582094,1.26259314355993,0,0.390569405831404,1.9325710455489,1.35711217127562,0.00797656958145975,0.368783548802436,0.968635228723294,1.36436791457767,-0.237742332385945,-0.176115881770547
"Australian Open","2015-580:19","Hard","Jarkko Nieminen","L",-0.141067695821997,"R128",-0.469277583149708,-0.410437222558971,0.6112633058034,0.796325888315221,0.711917818166709,0.559723321882868,0.355414505811107,-0.324442697227697,-0.357638868497452,1,-0.142105046338174,-1.0063588284716,0.280141118102315,0.189823913103293,0.843509866534083,1.45411539136713,1.36436791457767,-0.483545135321151,-1.04263414237813
"Roland Garros","2015-520:87","Clay","Benoit Paire","R",-0.146551596707661,"R64",-0.469277583149708,-0.817776026225951,0.0763438663576753,-0.246284827220633,-0.223872838989716,1.27377067002171,0.355414505811107,-0.00244924029109999,-0.126177152489255,1,0.390569405831404,-1.33290659225165,-1.44301256697497,-2.62880991148513,-0.818032245526679,1.7777688331297,0.00138233831264201,-1.95836195293239,-2.25575970722875
"Canada Masters","2015-421:19","Hard","Joao Sousa","R",-0.316552524163231,"R64",-0.307604733049913,-0.817776026225951,-0.850849828681581,-1.17914704638429,-1.15966349614614,-0.0115145566282022,-0.865200968691684,-0.324442697227697,-0.126177152489255,0,-0.275273659380568,0.299832226648624,0.495535328736976,-0.537565460984041,-0.818032245526679,0.806808507842014,0.00138233831264201,0.499666076419673,0.863706030958553
"Houston","2015-717:17","Clay","Go Soeda","R",-0.0313896781087263,"R16",-0.792623283349297,0.40424038477499,-0.815188532718533,-1.12427279819819,-1.4475990829635,-0.582752435139272,-0.865200968691684,-0.324442697227697,0.105284563518942,0,-0.00893643329577934,0.299832226648624,-0.0788492329554537,-0.628489132744958,-0.936713824959591,-0.325978538326946,0.00138233831264201,0.499666076419673,0.863706030958553
"Beijing","2015-747:23","Hard","Fabio Fognini","R",-0.382359334791194,"R16",0.0157409671496757,-0.00309841889199019,-0.24460779730976,-0.630404564523316,-0.727760115920098,0.559723321882868,-0.13283168399001,-0.00244924029109999,0.105284563518942,1,-0.00893643329577934,-1.33290659225165,0.208343047890761,0.0989002413423766,0.131420389936613,0.806808507842014,0.00138233831264201,0.499666076419673,-0.0028122296490307
"Roland Garros","2015-520:127","Clay","Stan Wawrinka","R",-0.486553451618801,"F",0.339086667349265,-0.00309841889199019,1.6454408887318,1.94868510022327,2.07961185554918,0.702532791510635,1.82015307521446,1.28552458745529,0.799669711543533,1,0.390569405831404,0.952927754208735,-0.150647303167007,0.0989002413423766,1.43691776369864,-0.487805259208227,1.36436791457767,-0.729347938256357,-0.869330490256614
"Wimbledon","2015-540:69","Grass","Ricardas Berankis","R",-0.0423574798800534,"R64",0.985778067748443,0.811579188441971,2.8222636555124,2.55230183027034,2.72746692588824,2.98748430555491,3.2848916446178,0.319544216645497,0.336746279527139,0,-2.00646562893169,-0.0267155371314312,-0.366041513801668,-0.901260148027709,-1.29275856325833,0.644981786960734,-1.36160323795238,-0.729347938256357,-0.522723186013581
"Marseille","2015-496:15","Hard","Vasek Pospisil","R",-0.20687450644996,"R16",0.17741381724947,-0.817776026225951,-0.529898165014146,-0.246284827220633,-0.00792114887669447,-1.43960925290588,-0.376954778890568,-0.96842961110089,-0.820562300513846,0,0.923243858000981,0.299832226648624,0.0647469074676536,0.735365943668795,0.843509866534083,-2.10607246802103,0.00138233831264201,-0.237742332385945,0.170491422472486
"Davis Cup G1 R2: URU vs COL","2015-D017:1","Clay","Pablo Cuevas","R",-0.409778839219512,"RR",0.0157409671496757,-0.410437222558971,-0.494236869051098,-0.356033323592828,0.423982231349348,-0.582752435139272,-0.621077873791126,-0.324442697227697,-1.28348573253024,0,0.257400792789009,-0.0267155371314312,-0.79682993507099,0.28074758486421,1.31823618426573,-0.649631980089507,-1.36160323795238,-0.237742332385945,-1.21593779449965
"Atlanta","2015-6116:5","Hard","Dudi Sela","R",0.204418059974806,"R32",-0.954296133449092,-0.410437222558971,-0.24460779730976,-0.465781819965023,-0.439824529102737,0.131294912999565,-0.621077873791126,0.96353113051869,0.336746279527139,1,-0.541610885465357,-0.353263300911486,0.280141118102315,1.00813695895155,0.843509866534083,0.159501624316894,0.00138233831264201,0.499666076419673,-0.0028122296490307
"Doha","2015-451:8","Hard","Jan Lennard Struff","R",-0.217842308221287,"R32",0.0157409671496757,-1.22511482989293,0.539940713877304,0.576828895570831,1.21580509509709,-0.15432402625597,0.599537600711665,0.319544216645497,-0.126177152489255,1,-0.00893643329577934,-0.353263300911486,0.351939188313868,-0.537565460984041,0.843509866534083,0.159501624316894,1.36436791457767,0.253863273484467,-0.0028122296490307
"Valencia","2015-573:16","Hard","Benoit Paire","R",-0.420746640990839,"R16",0.662432367548854,2.84827320677687,0.967876265433884,0.0829606618959527,0.0640627478276459,0.702532791510635,0.111291410910548,2.89549187213827,2.65136343960911,0,1.45591831017056,2.58566657310901,1.71610252233339,0.28074758486421,0.843509866534083,0.483155066079454,0.00138233831264201,1.97448289403091,1.55692063944462
"Estoril","2015-7290:4","Clay","Constant Lestienne","R",1.2134558229369,"R32",-0.954296133449092,0.40424038477499,-0.815188532718533,-0.795027309081608,-1.37561518625916,-1.15399031365034,-1.10932406359224,-0.00244924029109999,0.799669711543533,0,-0.00893643329577934,0.62637999042868,0.710929539371637,1.18998430247338,0.250101969369525,-0.973285421852067,0.00138233831264201,0.253863273484467,0.863706030958553
"Davis Cup WG R1: SRB vs CRO","2015-D006:2","Hard","Borna Coric","R",-0.201390605564296,"RR",0.17741381724947,2.03359559944291,1.39581181699046,1.2901941219901,1.50374068191445,0.98815173076617,2.06427617011501,1.60751804439188,1.72551657557632,0,-0.00893643329577934,-0.0267155371314312,-1.58660870739808,-1.17403116331046,0.250101969369525,-0.00232509656438621,0.00138233831264201,-1.46675634706198,-1.38924144662116
"Davis Cup G2 R2: LUX vs BUL","2015-D061:1","Clay","Dimitar Kuzmanov","U",1.19700412027991,"RR",-1.11596898354889,-0.00309841889199019,-0.529898165014146,-0.520656068151121,-0.871727909328779,-0.439942965511505,-0.376954778890568,0.641537673582094,0.799669711543533,1,-0.142105046338174,-0.0267155371314312,0.567333398948529,0.735365943668795,0.368783548802436,0.483155066079454,1.36436791457767,-0.237742332385945,-0.349419533892064
"Newport","2015-315:8","Grass","Michael Berrer","L",0.166030753775162,"R32",0.824105217648649,3.25561201044385,0.18332775424682,0.0280864137098551,-0.0799050455810349,-0.15432402625597,0.355414505811107,-0.324442697227697,0.568207995535336,0,0.257400792789009,2.91221433688907,-0.294243443590115,-0.537565460984041,-0.461987507227945,-1.13511214273335,1.36436791457767,-0.483545135321151,0.517098726715519
"Bucharest","2015-773:9","Clay","Jurgen Zopp","R",0.330547780345068,"R32",-0.630950433249503,-1.22511482989293,-0.922172420607678,-0.630404564523316,-0.799744012624439,-1.01118084402257,-0.865200968691684,0.96353113051869,0.799669711543533,0,0.124232179746615,-0.0267155371314312,0.136544977679207,0.735365943668795,0.487465128235348,-1.94424574713975,-1.36160323795238,1.23707448522529,1.3836169873231
"Indian Wells Masters","2015-404:82","Hard","Thanasi Kokkinakis","R",0.144095150232507,"R16",0.500759517449059,-0.817776026225951,0.290311642135965,0.13783491008205,0.280014437940667,0.131294912999565,0.599537600711665,-0.324442697227697,-0.126177152489255,0,0.257400792789009,-0.0267155371314312,-1.37121449676342,-2.53788623972421,-1.64880330155706,0.321328345198174,0.00138233831264201,-1.22095354412677,-0.696026838135097
"Indian Wells Masters","2015-404:91","Hard","Milos Raonic","R",-0.503005154275792,"QF",1.95581516834721,1.21891799210895,1.39581181699046,1.3450683701762,1.71969237202747,0.845342261138403,1.08778379051278,0.641537673582094,0.105284563518942,1,1.58908692321295,1.60602328176885,1.14171796064096,0.644442271907878,0.606146707668259,-0.325978538326946,0.00138233831264201,0.74546887935488,0.517098726715519
"Geneva","2015-322:9","Clay","Albert Ramos","L",-0.190422803792969,"R32",-0.630950433249503,-0.00309841889199019,-0.422914277125001,-0.630404564523316,-0.583792322511418,0.274104382627333,-0.621077873791126,0.319544216645497,-0.126177152489255,1,-0.275273659380568,-0.679811064691542,-0.725031864859437,-0.719412804505875,0.250101969369525,0.159501624316894,0.00138233831264201,0.253863273484467,-0.176115881770547
"Davis Cup G1 PO: LTU vs UKR","2015-D035:1","Hard","Ricardas Berankis","R",-0.13009989405067,"RR",-0.792623283349297,-0.817776026225951,0.290311642135965,-0.30115907540673,-0.223872838989716,1.55938960927724,0.599537600711665,0.641537673582094,0.336746279527139,1,0.523738018873798,0.952927754208735,1.71610252233339,-0.0829471021794571,0.962191445966994,1.61594211224841,1.36436791457767,1.4828772881605,0.690402378837036
"Rio de Janeiro","2015-6932:15","Clay","Guilherme Clezar","R",0.725388644112844,"R32",-0.954296133449092,-0.410437222558971,0.468618121951207,0.631703143756928,0.0640627478276459,0.131294912999565,0.355414505811107,0.319544216645497,0.799669711543533,0,-1.20745395067733,-0.353263300911486,-0.00705116274390005,1.2809079742343,0.131420389936613,-1.29693886361463,0.00138233831264201,-0.483545135321151,0.170491422472486
"Davis Cup WG QF: GBR vs FRA","2015-D009:3","Grass","Andy Murray","R",-0.519456856932783,"RR",0.17741381724947,-0.00309841889199019,0.254650346172917,0.576828895570831,0.711917818166709,-0.582752435139272,0.355414505811107,0.96353113051869,0.568207995535336,1,1.45591831017056,-1.0063588284716,-1.29941642655187,0.553518600146961,1.55559934313155,-0.973285421852067,-1.36160323795238,-1.22095354412677,-1.90915240298571
"Roland Garros","2015-520:114","Clay","Jack Sock","R",-0.333004226820222,"R16",-0.792623283349297,2.44093440310989,1.50279570487961,0.412206151012538,-0.295856735694056,2.13062748778831,1.33190688541334,2.57349841520167,3.3457485876337,0,0.124232179746615,2.25911880932896,1.71610252233339,-0.810336476266792,-1.64880330155706,1.93959555401098,0.00138233831264201,2.22028569696612,2.4234389000522
"Tokyo","2015-329:3","Hard","Austin Krajicek","L",0.144095150232507,"R32",0.500759517449059,-0.00309841889199019,1.7167634806579,1.72918810747888,2.15159575225352,0.845342261138403,1.33190688541334,-0.00244924029109999,0.105284563518942,1,-0.674779498507751,-1.33290659225165,-0.00705116274390005,0.553518600146961,0.606146707668259,-0.811458700970787,0.00138233831264201,-1.22095354412677,-0.696026838135097
"Madrid Masters","2015-1536:55","Clay","Rafael Nadal","L",-0.513972956047119,"F",-0.954296133449092,-0.817776026225951,-1.17180149234902,-0.795027309081608,-0.871727909328779,-1.43960925290588,-1.10932406359224,-0.324442697227697,-0.126177152489255,0,-0.275273659380568,-0.0267155371314312,-0.366041513801668,0.28074758486421,0.250101969369525,-1.78241902625847,-1.36160323795238,0.00806047054926132,0.517098726715519
"Newport","2015-315:8","Grass","Steve Johnson","R",-0.267197416192259,"R32",0.500759517449059,-0.410437222558971,0.325972938099014,0.357331902826441,0.208030541236327,0.845342261138403,0.111291410910548,0.319544216645497,-0.126177152489255,1,-0.275273659380568,-2.96564541115193,0.280141118102315,0.553518600146961,0.487465128235348,1.13046194960457,-1.36160323795238,0.499666076419673,-0.522723186013581
"Shenzhen","2015-6967:13","Hard","Austin Krajicek","L",0.166030753775162,"R16",-0.307604733049913,0.40424038477499,-0.636882052903291,-0.465781819965023,-0.727760115920098,-0.868371374394807,-0.621077873791126,0.641537673582094,0.568207995535336,0,-0.807948111550145,0.62637999042868,0.280141118102315,0.917213287190628,0.0127388105037016,-1.29693886361463,-1.36160323795238,0.991271682290086,1.03700968308007
"Kuala Lumpur","2015-6003:17","Hard","Tatsuma Ito","R",0.100223943147199,"R16",-0.469277583149708,-0.410437222558971,-1.42143056409035,-1.23402129457039,-1.37561518625916,-1.15399031365034,-1.10932406359224,-1.29042306803749,-0.820562300513846,0,-1.07428533763493,-0.679811064691542,-1.01222414570565,-0.446641789223125,-1.17407698382541,-1.13511214273335,-1.36160323795238,-0.483545135321151,0.170491422472486
"s-Hertogenbosch","2015-440:19","Grass","Illya Marchenko","R",0.11667564580419,"R16",-0.145931882950119,-0.817776026225951,0.290311642135965,0.13783491008205,0.208030541236327,0.4169138522551,-0.376954778890568,-0.324442697227697,-0.589100584505649,1,0.390569405831404,-0.0267155371314312,1.64430445212183,1.55367898951705,1.43691776369864,0.483155066079454,1.36436791457767,-0.729347938256357,-0.696026838135097
"Shanghai Masters","2015-5014:24","Hard","Albert Ramos","L",-0.152035497593324,"R64",-0.145931882950119,-0.817776026225951,0.361634234062062,1.12557137743181,1.14382119839275,-0.297133495883737,0.843660695612223,-0.00244924029109999,-0.357638868497452,1,-1.8732970158893,-0.353263300911486,0.0647469074676536,0.553518600146961,0.0127388105037016,0.321328345198174,0.00138233831264201,0.00806047054926132,-0.176115881770547
"Buenos Aires","2015-506:24","Clay","Nicolas Almagro","R",-0.047841380765717,"QF",-0.630950433249503,-0.817776026225951,-0.850849828681581,-0.520656068151121,-0.223872838989716,-1.01118084402257,-0.865200968691684,-0.646436154164294,-1.05202401652204,1,0.124232179746615,-0.0267155371314312,0.998121820217851,1.00813695895155,1.67428092256446,0.321328345198174,1.36436791457767,0.253863273484467,-0.349419533892064
"Casablanca","2015-360:6","Clay","Arthur De Greef","R",0.785711553855143,"R32",0.0157409671496757,0.40424038477499,0.6112633058034,-0.191410579034535,-0.0799050455810349,1.27377067002171,0.843660695612223,-0.324442697227697,0.105284563518942,1,0.790075244958587,-0.0267155371314312,-0.222445373378561,-0.992183819788626,-0.10594276892921,0.159501624316894,0.00138233831264201,-0.483545135321151,-0.522723186013581
"Washington","2015-418:7","Hard","Lukas Lacko","R",0.105707844032863,"R64",0.339086667349265,-0.817776026225951,-0.422914277125001,-0.356033323592828,-0.367840632398396,-0.72556190476704,-0.621077873791126,-0.646436154164294,-0.589100584505649,0,-1.34062256371972,-0.0267155371314312,1.14171796064096,0.826289615429712,0.0127388105037016,-0.487805259208227,-1.36160323795238,0.499666076419673,0.690402378837036
"Stuttgart","2015-321:18","Grass","Feliciano Lopez","L",-0.459133947190484,"R16",0.824105217648649,0.811579188441971,0.860892377544739,0.631703143756928,1.43175678521011,1.55938960927724,1.08778379051278,-0.00244924029109999,-0.589100584505649,0,-0.94111672459254,-1.0063588284716,-0.150647303167007,-0.355718117462208,-0.343305927795033,0.968635228723294,1.36436791457767,-0.483545135321151,-0.522723186013581
"Davis Cup WG R1: GER vs FRA","2015-D001:1","Hard","Jan Lennard Struff","R",-0.13009989405067,"RR",0.500759517449059,1.21891799210895,-0.280269093272808,-0.30115907540673,-0.295856735694056,-0.868371374394807,0.111291410910548,-1.29042306803749,-0.357638868497452,0,-0.275273659380568,0.62637999042868,-0.0788492329554537,-0.173870773940374,-1.53012172212415,-1.29693886361463,-1.36160323795238,-0.729347938256357,0.517098726715519
"Zagreb","2015-2276:11","Hard","Mate Delic","R",0.297644375031087,"R32",-0.469277583149708,-0.00309841889199019,-0.957833716570726,-0.849901557267706,-0.871727909328779,-1.29679978327811,-1.10932406359224,0.96353113051869,0.799669711543533,0,-0.94111672459254,0.952927754208735,0.639131469160083,0.189823913103293,-0.580669086660856,-0.325978538326946,-1.36160323795238,1.7286800910957,1.73022429156614
"Delray Beach","2015-499:11","Hard","Tim Smyczek","R",-0.097196488736689,"R32",-1.11596898354889,-0.817776026225951,-0.708204644829388,-0.630404564523316,-0.871727909328779,-0.72556190476704,-0.621077873791126,-0.96842961110089,-0.589100584505649,1,-0.142105046338174,-0.353263300911486,-0.00705116274390005,1.00813695895155,1.31823618426573,-0.811458700970787,0.00138233831264201,-0.483545135321151,-0.869330490256614
"Tour Finals","2015-605:7","Hard","Andy Murray","R",-0.524940757818446,"RR",-0.792623283349297,0.40424038477499,-1.02915630849682,-1.45351828731478,-1.51958297966784,-0.868371374394807,-1.10932406359224,0.319544216645497,0.568207995535336,0,0.124232179746615,1.27947551798879,-0.150647303167007,-0.446641789223125,-0.461987507227945,-0.973285421852067,-1.36160323795238,1.23707448522529,1.3836169873231
"Atlanta","2015-6116:6","Hard","Benjamin Becker","R",-0.190422803792969,"R32",-0.307604733049913,-0.817776026225951,-1.84936611564693,-1.56326678368697,-1.23164739285048,-1.43960925290588,-1.59757025339336,-1.29042306803749,-1.51494744853844,1,-0.142105046338174,-0.353263300911486,-1.37121449676342,-0.173870773940374,0.368783548802436,-1.13511214273335,0.00138233831264201,-0.729347938256357,-0.696026838135097
"Davis Cup WG R1: CZE vs AUS","2015-D003:2","Hard","Jiri Vesely","L",-0.289133019734913,"RR",0.985778067748443,-0.410437222558971,0.432956825988159,0.467080399198636,0.85588561157539,0.131294912999565,0.599537600711665,-0.96842961110089,-0.820562300513846,0,-0.408442272422962,-0.0267155371314312,-0.366041513801668,-1.08310749154954,-1.53012172212415,0.159501624316894,-1.36160323795238,-0.237742332385945,0.517098726715519
"Acapulco","2015-807:11","Hard","Ryan Harrison","R",0.390870690087367,"R32",-0.145931882950119,0.40424038477499,-0.315930389235856,-0.0267878344762425,-0.0799050455810349,-0.582752435139272,-0.13283168399001,0.96353113051869,1.03113142755173,1,0.523738018873798,-1.0063588284716,-0.0788492329554537,0.917213287190628,1.31823618426573,-0.649631980089507,0.00138233831264201,1.23707448522529,0.517098726715519
"Australian Open","2015-580:74","Hard","Matthias Bachinger","R",0.242805366174451,"R64",0.824105217648649,1.62625679577593,1.43147311295351,1.45481686654839,1.35977288850577,0.274104382627333,1.33190688541334,2.25150495826508,2.18844000759271,0,0.923243858000981,1.9325710455489,-0.00705116274390005,-1.26495483507138,-1.0553954043925,0.321328345198174,0.00138233831264201,0.253863273484467,0.517098726715519
"Memphis","2015-402:4","Hard","Ivan Dodig","R",-0.0642930834227076,"R32",0.824105217648649,-0.817776026225951,-1.38576926812731,-1.45351828731478,-1.0876795994418,-0.582752435139272,-1.10932406359224,-1.29042306803749,-1.51494744853844,1,1.45591831017056,-0.353263300911486,-0.366041513801668,0.189823913103293,0.724828287101171,0.483155066079454,0.00138233831264201,-0.975150741191563,-1.38924144662116
