"name","player","winner","player_rank","opponent_rank"
"ATP World Tour Masters 1000 Rome","Tomas Berdych",1,5,282
"ATP World Tour Masters 1000 Madrid","Tomas Berdych",0,7,4
"ATP World Tour Masters 1000 Madrid","Tomas Berdych",1,7,18
"ATP World Tour Masters 1000 Madrid","Tomas Berdych",1,7,14
"ATP World Tour Masters 1000 Madrid","Tomas Berdych",1,7,23
"ATP World Tour Masters 1000 Monte Carlo","Tomas Berdych",0,8,1
"ATP World Tour Masters 1000 Monte Carlo","Tomas Berdych",1,8,18
"ATP World Tour Masters 1000 Monte Carlo","Tomas Berdych",1,8,6
"ATP World Tour Masters 1000 Monte Carlo","Tomas Berdych",1,8,16
"ATP World Tour Masters 1000 Monte Carlo","Tomas Berdych",1,8,50
"ATP World Tour Masters 1000 Miami","Tomas Berdych",0,9,4
"ATP World Tour Masters 1000 Miami","Tomas Berdych",1,9,46
"ATP World Tour Masters 1000 Miami","Tomas Berdych",1,9,19
"ATP World Tour Masters 1000 Miami","Tomas Berdych",1,9,29
"ATP World Tour Masters 1000 Miami","Tomas Berdych",1,9,121
"ATP World Tour Masters 1000 Indian Wells","Tomas Berdych",0,9,2
"ATP World Tour Masters 1000 Indian Wells","Tomas Berdych",1,9,30
"ATP World Tour Masters 1000 Indian Wells","Tomas Berdych",1,9,44
"ATP World Tour Masters 1000 Indian Wells","Tomas Berdych",1,9,50
"Dubai","Tomas Berdych",0,8,1
"Dubai","Tomas Berdych",1,8,53
"Dubai","Tomas Berdych",1,8,52
"Dubai","Tomas Berdych",1,8,34
"Rotterdam","Tomas Berdych",0,7,8
"Rotterdam","Tomas Berdych",1,7,19
"Rotterdam","Tomas Berdych",1,7,21
"Rotterdam","Tomas Berdych",1,7,35
"Rotterdam","Tomas Berdych",1,7,99
"Australian Open","Tomas Berdych",0,7,6
"Australian Open","Tomas Berdych",1,7,3
"Australian Open","Tomas Berdych",1,7,66
"Australian Open","Tomas Berdych",1,7,54
"Australian Open","Tomas Berdych",1,7,108
"Australian Open","Tomas Berdych",1,7,101
"Doha","Tomas Berdych",0,7,10
"Doha","Tomas Berdych",1,7,45
"Doha","Tomas Berdych",1,7,26
"Doha","Tomas Berdych",1,7,99
"Doha","Tomas Berdych",1,7,48
"Barclays ATP World Tour Finals","David Ferrer",0,7,5
"Barclays ATP World Tour Finals","David Ferrer",0,7,4
"Barclays ATP World Tour Finals","David Ferrer",0,7,2
"ATP World Tour Masters 1000 Paris","David Ferrer",0,8,3
"ATP World Tour Masters 1000 Paris","David Ferrer",1,8,13
"ATP World Tour Masters 1000 Paris","David Ferrer",1,8,29
"ATP World Tour Masters 1000 Paris","David Ferrer",1,8,37
"Vienna","David Ferrer",1,8,47
"Vienna","David Ferrer",1,8,21
"Vienna","David Ferrer",1,8,22
"Vienna","David Ferrer",1,8,25
"Vienna","David Ferrer",1,8,58
"ATP World Tour Masters 1000 Shanghai","David Ferrer",0,8,20
"Beijing","David Ferrer",0,7,1
"Beijing","David Ferrer",1,7,100
"Beijing","David Ferrer",1,7,79
"Beijing","David Ferrer",1,7,31
"Kuala Lumpur","David Ferrer",1,8,17
"Kuala Lumpur","David Ferrer",1,8,74
"Kuala Lumpur","David Ferrer",1,8,48
"Kuala Lumpur","David Ferrer",1,8,278
"DEN vs. ESP EAGI 1st. Rd. Play-Off","David Ferrer",1,8,909
"DEN vs. ESP EAGI 1st. Rd. Play-Off","David Ferrer",1,8,283
"US Open","David Ferrer",0,7,27
"US Open","David Ferrer",1,7,102
"US Open","David Ferrer",1,7,86
"Nottingham","David Ferrer",0,7,59
"Roland Garros","David Ferrer",0,8,3
"Roland Garros","David Ferrer",1,8,10
"Roland Garros","David Ferrer",1,8,60
"Roland Garros","David Ferrer",1,8,66
"Roland Garros","David Ferrer",1,8,94
"ATP World Tour Masters 1000 Rome","David Ferrer",0,8,1
"ATP World Tour Masters 1000 Rome","David Ferrer",1,8,20
"ATP World Tour Masters 1000 Rome","David Ferrer",1,8,28
"ATP World Tour Masters 1000 Rome","David Ferrer",1,8,21
"ATP World Tour Masters 1000 Madrid","David Ferrer",0,8,5
"ATP World Tour Masters 1000 Madrid","David Ferrer",1,8,38
"ATP World Tour Masters 1000 Madrid","David Ferrer",1,8,65
"Barcelona","David Ferrer",0,8,66
"Barcelona","David Ferrer",1,8,25
"Barcelona","David Ferrer",1,8,192
"Barcelona","David Ferrer",1,8,124
"ATP World Tour Masters 1000 Monte Carlo","David Ferrer",0,7,5
"ATP World Tour Masters 1000 Monte Carlo","David Ferrer",1,7,13
"ATP World Tour Masters 1000 Monte Carlo","David Ferrer",1,7,55
"ATP World Tour Masters 1000 Miami","David Ferrer",0,7,1
"ATP World Tour Masters 1000 Miami","David Ferrer",1,7,14
"ATP World Tour Masters 1000 Miami","David Ferrer",1,7,30
"ATP World Tour Masters 1000 Miami","David Ferrer",1,7,77
"ATP World Tour Masters 1000 Indian Wells","David Ferrer",0,8,35
"ATP World Tour Masters 1000 Indian Wells","David Ferrer",1,8,96
"Acapulco","David Ferrer",1,9,5
"Acapulco","David Ferrer",1,9,169
"Acapulco","David Ferrer",1,9,42
"Acapulco","David Ferrer",1,9,80
"Acapulco","David Ferrer",1,9,132
"Rio de Janeiro","David Ferrer",1,9,28
"Rio de Janeiro","David Ferrer",1,9,74
"Rio de Janeiro","David Ferrer",1,9,66
"Rio de Janeiro","David Ferrer",1,9,136
"Rio de Janeiro","David Ferrer",1,9,99
"Australian Open","David Ferrer",0,10,5
"Australian Open","David Ferrer",1,10,20
"Australian Open","David Ferrer",1,10,71
"Australian Open","David Ferrer",1,10,65
"Doha","David Ferrer",1,10,7
"Doha","David Ferrer",1,10,27
"Doha","David Ferrer",1,10,98
"Doha","David Ferrer",1,10,33
"Doha","David Ferrer",1,10,141
"ATP World Tour Masters 1000 Paris","Jo Wilfried Tsonga",0,10,5
"ATP World Tour Masters 1000 Paris","Jo Wilfried Tsonga",1,10,24
"Vienna","Jo Wilfried Tsonga",0,10,78
"Vienna","Jo Wilfried Tsonga",1,10,466
"ATP World Tour Masters 1000 Shanghai","Jo Wilfried Tsonga",0,15,1
"ATP World Tour Masters 1000 Shanghai","Jo Wilfried Tsonga",1,15,7
"ATP World Tour Masters 1000 Shanghai","Jo Wilfried Tsonga",1,15,10
"ATP World Tour Masters 1000 Shanghai","Jo Wilfried Tsonga",1,15,70
"ATP World Tour Masters 1000 Shanghai","Jo Wilfried Tsonga",1,15,66
"ATP World Tour Masters 1000 Shanghai","Jo Wilfried Tsonga",1,15,30
"Beijing","Jo Wilfried Tsonga",0,16,64
"Metz","Jo Wilfried Tsonga",1,17,10
"Metz","Jo Wilfried Tsonga",1,17,33
"Metz","Jo Wilfried Tsonga",1,17,67
"Metz","Jo Wilfried Tsonga",1,17,291
"US Open","Jo Wilfried Tsonga",0,18,9
"US Open","Jo Wilfried Tsonga",1,18,41
"US Open","Jo Wilfried Tsonga",1,18,60
"US Open","Jo Wilfried Tsonga",1,18,77
"US Open","Jo Wilfried Tsonga",1,18,105
"Winston-Salem","Jo Wilfried Tsonga",0,19,49
"Winston-Salem","Jo Wilfried Tsonga",1,19,69
"ATP World Tour Masters 1000 Cincinnati","Jo Wilfried Tsonga",0,19,43
"ATP World Tour Masters 1000 Canada","Jo Wilfried Tsonga",0,24,3
"ATP World Tour Masters 1000 Canada","Jo Wilfried Tsonga",1,24,26
"ATP World Tour Masters 1000 Canada","Jo Wilfried Tsonga",1,24,20
"ATP World Tour Masters 1000 Canada","Jo Wilfried Tsonga",1,24,36
"GBR vs. FRA WG QF","Jo Wilfried Tsonga",0,12,89
"GBR vs. FRA WG QF","Jo Wilfried Tsonga",0,12,3
"Wimbledon","Jo Wilfried Tsonga",0,12,25
"Wimbledon","Jo Wilfried Tsonga",1,12,65
"Wimbledon","Jo Wilfried Tsonga",1,12,44
"Roland Garros","Jo Wilfried Tsonga",0,15,9
"Roland Garros","Jo Wilfried Tsonga",1,15,5
"Roland Garros","Jo Wilfried Tsonga",1,15,4
"Roland Garros","Jo Wilfried Tsonga",1,15,42
"Roland Garros","Jo Wilfried Tsonga",1,15,91
"Roland Garros","Jo Wilfried Tsonga",1,15,214
"ATP World Tour Masters 1000 Rome","Jo Wilfried Tsonga",0,14,20
"ATP World Tour Masters 1000 Rome","Jo Wilfried Tsonga",1,14,37
"ATP World Tour Masters 1000 Madrid","Jo Wilfried Tsonga",0,14,7
"ATP World Tour Masters 1000 Madrid","Jo Wilfried Tsonga",1,14,37
"ATP World Tour Masters 1000 Madrid","Jo Wilfried Tsonga",1,14,42
"Barcelona","Jo Wilfried Tsonga",0,14,60
"ATP World Tour Masters 1000 Monte Carlo","Jo Wilfried Tsonga",0,14,10
"ATP World Tour Masters 1000 Monte Carlo","Jo Wilfried Tsonga",1,14,21
"ATP World Tour Masters 1000 Monte Carlo","Jo Wilfried Tsonga",1,14,76
"ATP World Tour Masters 1000 Miami","Jo Wilfried Tsonga",0,13,19
"ATP World Tour Masters 1000 Miami","Jo Wilfried Tsonga",1,13,75
"ATP World Tour Masters 1000 Paris","Richard Gasquet",0,9,3
"ATP World Tour Masters 1000 Paris","Richard Gasquet",1,9,7
"ATP World Tour Masters 1000 Paris","Richard Gasquet",1,9,36
"Basel","Richard Gasquet",0,11,7
"Basel","Richard Gasquet",1,11,23
"Basel","Richard Gasquet",1,11,19
"Basel","Richard Gasquet",1,11,38
"Stockholm","Richard Gasquet",0,12,32
"Stockholm","Richard Gasquet",1,12,29
"Stockholm","Richard Gasquet",1,12,81
"ATP World Tour Masters 1000 Shanghai","Richard Gasquet",0,11,20
"ATP World Tour Masters 1000 Shanghai","Richard Gasquet",1,11,43
"ATP World Tour Masters 1000 Shanghai","Richard Gasquet",1,11,36
"Tokyo","Richard Gasquet",0,11,22
"US Open","Richard Gasquet",0,12,2
"US Open","Richard Gasquet",1,12,6
"US Open","Richard Gasquet",1,12,24
"US Open","Richard Gasquet",1,12,79
"US Open","Richard Gasquet",1,12,71
"ATP World Tour Masters 1000 Cincinnati","Richard Gasquet",0,13,2
"ATP World Tour Masters 1000 Cincinnati","Richard Gasquet",1,13,9
"ATP World Tour Masters 1000 Cincinnati","Richard Gasquet",1,13,79
"ATP World Tour Masters 1000 Cincinnati","Richard Gasquet",1,13,37
"Washington","Richard Gasquet",0,13,37
"Washington","Richard Gasquet",1,13,46
"Wimbledon","Richard Gasquet",0,20,1
"Wimbledon","Richard Gasquet",1,20,4
"Wimbledon","Richard Gasquet",1,20,29
"Wimbledon","Richard Gasquet",1,20,11
"Wimbledon","Richard Gasquet",1,20,163
"Wimbledon","Richard Gasquet",1,20,183
"London / Queen's Club","Richard Gasquet",0,19,8
"London / Queen's Club","Richard Gasquet",1,19,55
"Roland Garros","Richard Gasquet",0,21,1
"Roland Garros","Richard Gasquet",1,21,17
"Roland Garros","Richard Gasquet",1,21,111
"Roland Garros","Richard Gasquet",1,21,209
"ATP World Tour Masters 1000 Rome","Richard Gasquet",0,21,8
"ATP World Tour Masters 1000 Rome","Richard Gasquet",1,21,199
"ATP World Tour Masters 1000 Madrid","Richard Gasquet",0,23,7
"ATP World Tour Masters 1000 Madrid","Richard Gasquet",1,23,25
"Estoril","Richard Gasquet",1,28,46
"Estoril","Richard Gasquet",1,28,31
"Estoril","Richard Gasquet",1,28,174
"Estoril","Richard Gasquet",1,28,137
"Estoril","Richard Gasquet",1,28,82
"ATP World Tour Masters 1000 Indian Wells","Richard Gasquet",0,25,161
"Dubai","Richard Gasquet",0,27,2
"Dubai","Richard Gasquet",1,27,17
"Dubai","Richard Gasquet",1,27,36
"Montpellier","Richard Gasquet",1,28,44
"Montpellier","Richard Gasquet",1,28,20
"Montpellier","Richard Gasquet",1,28,61
"Montpellier","Richard Gasquet",1,28,115
"Australian Open","Richard Gasquet",0,28,15
"Australian Open","Richard Gasquet",1,28,120
"Australian Open","Richard Gasquet",1,28,70
"Doha","Richard Gasquet",0,26,7
"Doha","Richard Gasquet",1,26,52
"Doha","Richard Gasquet",1,26,41
"ATP World Tour Masters 1000 Paris","John Isner",0,13,8
"ATP World Tour Masters 1000 Paris","John Isner",1,13,2
"ATP World Tour Masters 1000 Paris","John Isner",1,13,49
"Basel","John Isner",0,14,29
"Basel","John Isner",1,14,82
"Vienna","John Isner",0,13,117
"Vienna","John Isner",1,13,123
"ATP World Tour Masters 1000 Shanghai","John Isner",0,13,2
"ATP World Tour Masters 1000 Shanghai","John Isner",1,13,16
"ATP World Tour Masters 1000 Shanghai","John Isner",1,13,41
"Beijing","John Isner",0,13,1
"Beijing","John Isner",1,13,76
"Beijing","John Isner",1,13,19
"US Open","John Isner",0,13,2
"US Open","John Isner",1,13,48
"US Open","John Isner",1,13,93
"US Open","John Isner",1,13,81
"ATP World Tour Masters 1000 Cincinnati","John Isner",0,12,34
"ATP World Tour Masters 1000 Canada","John Isner",0,12,49
"ATP World Tour Masters 1000 Canada","John Isner",1,12,41
"ATP World Tour Masters 1000 Canada","John Isner",1,12,45
"ATP World Tour Masters 1000 Canada","John Isner",1,12,64
"Washington","John Isner",0,18,5
"Washington","John Isner",1,18,55
"Washington","John Isner",1,18,86
"Washington","John Isner",1,18,49
"Washington","John Isner",1,18,51
"Atlanta","John Isner",1,19,47
"Atlanta","John Isner",1,19,94
"Atlanta","John Isner",1,19,87
"Atlanta","John Isner",1,19,290
"Newport","John Isner",0,18,161
"Wimbledon","John Isner",0,17,9
"Wimbledon","John Isner",1,17,148
"Wimbledon","John Isner",1,17,91
"London / Queen's Club","John Isner",0,18,25
"London / Queen's Club","John Isner",1,18,14
"London / Queen's Club","John Isner",1,18,158
"Roland Garros","John Isner",0,16,45
"Roland Garros","John Isner",1,16,39
"Nice","John Isner",0,17,42
"Nice","John Isner",1,17,75
"Nice","John Isner",1,17,55
"ATP World Tour Masters 1000 Rome","John Isner",0,17,7
"ATP World Tour Masters 1000 Rome","John Isner",1,17,25
"ATP World Tour Masters 1000 Rome","John Isner",1,17,51
"ATP World Tour Masters 1000 Madrid","John Isner",0,18,7
"ATP World Tour Masters 1000 Madrid","John Isner",1,18,35
"ATP World Tour Masters 1000 Madrid","John Isner",1,18,77
"ATP World Tour Masters 1000 Madrid","John Isner",1,18,29
"ATP World Tour Masters 1000 Monte Carlo","John Isner",0,19,5
"ATP World Tour Masters 1000 Monte Carlo","John Isner",1,19,37
"ATP World Tour Masters 1000 Monte Carlo","John Isner",1,19,51
"Houston","John Isner",0,19,79
"ATP World Tour Masters 1000 Miami","John Isner",0,24,1
"ATP World Tour Masters 1000 Miami","John Isner",1,24,5
"ATP World Tour Masters 1000 Miami","John Isner",1,24,6
"ATP World Tour Masters 1000 Miami","John Isner",1,24,11
"ATP World Tour Masters 1000 Miami","John Isner",1,24,389
"ATP World Tour Masters 1000 Indian Wells","John Isner",0,20,1
"ATP World Tour Masters 1000 Indian Wells","John Isner",1,20,17
"ATP World Tour Masters 1000 Indian Wells","John Isner",1,20,86
"GBR vs. USA WG 1st RD","John Isner",0,20,5
"GBR vs. USA WG 1st RD","John Isner",0,20,111
"Delray Beach","John Isner",0,19,78
"Memphis","John Isner",0,18,41
"Memphis","John Isner",1,18,86
"Australian Open","John Isner",0,21,42
"Australian Open","John Isner",1,21,79
"Australian Open","John Isner",1,21,118
"ATP World Tour Masters 1000 Paris","Marin Cilic",0,11,29
"Basel","Marin Cilic",0,13,7
"Basel","Marin Cilic",1,13,52
"Basel","Marin Cilic",1,13,313
"Moscow","Marin Cilic",1,14,27
"Moscow","Marin Cilic",1,14,118
"Moscow","Marin Cilic",1,14,84
"Moscow","Marin Cilic",1,14,53
"ATP World Tour Masters 1000 Shanghai","Marin Cilic",0,12,4
"ATP World Tour Masters 1000 Shanghai","Marin Cilic",1,12,40
"ATP World Tour Masters 1000 Shanghai","Marin Cilic",1,12,227
"Tokyo","Marin Cilic",0,14,6
"Tokyo","Marin Cilic",1,14,48
"Tokyo","Marin Cilic",1,14,51
"Shenzhen","Marin Cilic",0,14,29
"Shenzhen","Marin Cilic",1,14,58
"Shenzhen","Marin Cilic",1,14,75
"US Open","Marin Cilic",0,9,1
"US Open","Marin Cilic",1,9,18
"US Open","Marin Cilic",1,9,27
"US Open","Marin Cilic",1,9,56
"US Open","Marin Cilic",1,9,139
"US Open","Marin Cilic",1,9,94
"ATP World Tour Masters 1000 Cincinnati","Marin Cilic",0,9,13
"ATP World Tour Masters 1000 Cincinnati","Marin Cilic",1,9,44
"ATP World Tour Masters 1000 Canada","Marin Cilic",0,8,26
"Washington","Marin Cilic",0,8,5
"Washington","Marin Cilic",1,8,96
"Washington","Marin Cilic",1,8,32
"Washington","Marin Cilic",1,8,77
"Wimbledon","Marin Cilic",0,9,1
"Wimbledon","Marin Cilic",1,9,105
"Wimbledon","Marin Cilic",1,9,17
"Wimbledon","Marin Cilic",1,9,90
"Wimbledon","Marin Cilic",1,9,174
"London / Queen's Club","Marin Cilic",0,9,25
"London / Queen's Club","Marin Cilic",1,9,32
"Stuttgart","Marin Cilic",0,9,28
"Stuttgart","Marin Cilic",1,9,502
"Stuttgart","Marin Cilic",1,9,116
"Roland Garros","Marin Cilic",0,10,8
"Roland Garros","Marin Cilic",1,10,22
"Roland Garros","Marin Cilic",1,10,187
"Roland Garros","Marin Cilic",1,10,80
"Geneva","Marin Cilic",0,10,67
"Geneva","Marin Cilic",1,10,229
"ATP World Tour Masters 1000 Rome","Marin Cilic",0,10,28
"ATP World Tour Masters 1000 Madrid","Marin Cilic",0,10,38
"ATP World Tour Masters 1000 Madrid","Marin Cilic",1,10,36
"Barcelona","Marin Cilic",0,9,53
"ATP World Tour Masters 1000 Monte Carlo","Marin Cilic",0,10,1
"ATP World Tour Masters 1000 Monte Carlo","Marin Cilic",1,10,14
"ATP World Tour Masters 1000 Monte Carlo","Marin Cilic",1,10,NA
"ATP World Tour Masters 1000 Indian Wells","Marin Cilic",0,10,48
"ATP World Tour Masters 1000 Paris","Dominic Thiem",0,19,12
"ATP World Tour Masters 1000 Paris","Dominic Thiem",1,19,42
"Basel","Dominic Thiem",0,19,11
"Basel","Dominic Thiem",1,19,56
"Vienna","Dominic Thiem",0,19,65
"ATP World Tour Masters 1000 Shanghai","Dominic Thiem",0,18,17
"ATP World Tour Masters 1000 Shanghai","Dominic Thiem",1,18,91
"Beijing","Dominic Thiem",0,19,13
"St. Petersburg","Dominic Thiem",0,21,53
"St. Petersburg","Dominic Thiem",1,21,62
"St. Petersburg","Dominic Thiem",1,21,61
"US Open","Dominic Thiem",0,20,14
"US Open","Dominic Thiem",1,20,70
"US Open","Dominic Thiem",1,20,76
"ATP World Tour Masters 1000 Cincinnati","Dominic Thiem",0,18,39
"ATP World Tour Masters 1000 Canada","Dominic Thiem",0,18,87
"Kitzbühel","Dominic Thiem",0,21,39
"Kitzbühel","Dominic Thiem",1,21,106
"Kitzbühel","Dominic Thiem",1,21,58
"Gstaad","Dominic Thiem",1,24,14
"Gstaad","Dominic Thiem",1,24,18
"Gstaad","Dominic Thiem",1,24,60
"Gstaad","Dominic Thiem",1,24,68
"Umag","Dominic Thiem",1,26,51
"Umag","Dominic Thiem",1,26,17
"Umag","Dominic Thiem",1,26,61
"Umag","Dominic Thiem",1,26,119
"AUT vs. NED EAGI 2nd Rd.","Dominic Thiem",0,28,74
"AUT vs. NED EAGI 2nd Rd.","Dominic Thiem",0,28,134
"Wimbledon","Dominic Thiem",0,30,43
"Wimbledon","Dominic Thiem",1,30,85
"Nottingham","Dominic Thiem",0,30,75
"Nottingham","Dominic Thiem",1,30,83
"Halle","Dominic Thiem",0,29,5
"Stuttgart","Dominic Thiem",0,30,502
"Roland Garros","Dominic Thiem",0,31,23
"Roland Garros","Dominic Thiem",1,31,75
"Nice","Dominic Thiem",1,42,24
"Nice","Dominic Thiem",1,42,17
"Nice","Dominic Thiem",1,42,25
"Nice","Dominic Thiem",1,42,30
"Nice","Dominic Thiem",1,42,46
"ATP World Tour Masters 1000 Rome","Dominic Thiem",0,49,9
"ATP World Tour Masters 1000 Rome","Dominic Thiem",1,49,12
"ATP World Tour Masters 1000 Rome","Dominic Thiem",1,49,57
"Munich","Dominic Thiem",0,44,186
"Munich","Dominic Thiem",1,44,29
"Munich","Dominic Thiem",1,44,61
"Barcelona","Dominic Thiem",0,43,53
"ATP World Tour Masters 1000 Monte Carlo","Dominic Thiem",0,44,108
"ATP World Tour Masters 1000 Miami","Dominic Thiem",0,52,4
"ATP World Tour Masters 1000 Miami","Dominic Thiem",1,52,32
"ATP World Tour Masters 1000 Miami","Dominic Thiem",1,52,45
"ATP World Tour Masters 1000 Miami","Dominic Thiem",1,52,12
"ATP World Tour Masters 1000 Miami","Dominic Thiem",1,52,61
"Irving","Dominic Thiem",0,0,NA
"Irving","Dominic Thiem",1,0,NA
"ATP World Tour Masters 1000 Indian Wells","Dominic Thiem",0,46,106
"Dubai","Dominic Thiem",0,47,17
"Marseille","Dominic Thiem",0,48,16
"Marseille","Dominic Thiem",1,48,20
"Marseille","Dominic Thiem",1,48,45
"Rotterdam","Dominic Thiem",0,47,69
"Rotterdam","Dominic Thiem",1,47,13
"Australian Open","Dominic Thiem",0,40,16
"Auckland","Dominic Thiem",0,37,54
"ATP World Tour Masters 1000 Shanghai","Milos Raonic",0,9,7
"ATP World Tour Masters 1000 Shanghai","Milos Raonic",1,9,23
"ATP World Tour Masters 1000 Shanghai","Milos Raonic",1,9,34
"Beijing","Milos Raonic",0,9,24
"St. Petersburg","Milos Raonic",1,9,53
"St. Petersburg","Milos Raonic",1,9,23
"St. Petersburg","Milos Raonic",1,9,27
"St. Petersburg","Milos Raonic",1,9,117
"US Open","Milos Raonic",0,10,19
"US Open","Milos Raonic",1,10,42
"US Open","Milos Raonic",1,10,99
"ATP World Tour Masters 1000 Cincinnati","Milos Raonic",0,10,23
"ATP World Tour Masters 1000 Canada","Milos Raonic",0,10,23
"Wimbledon","Milos Raonic",0,8,29
"Wimbledon","Milos Raonic",1,8,861
"Wimbledon","Milos Raonic",1,8,63
"London / Queen's Club","Milos Raonic",0,8,13
"London / Queen's Club","Milos Raonic",1,8,19
"London / Queen's Club","Milos Raonic",1,8,109
"ATP World Tour Masters 1000 Madrid","Milos Raonic",0,6,3
"ATP World Tour Masters 1000 Madrid","Milos Raonic",1,6,27
"ATP World Tour Masters 1000 Madrid","Milos Raonic",1,6,34
"ATP World Tour Masters 1000 Monte Carlo","Milos Raonic",0,6,8
"ATP World Tour Masters 1000 Monte Carlo","Milos Raonic",1,6,20
"ATP World Tour Masters 1000 Monte Carlo","Milos Raonic",1,6,56
"ATP World Tour Masters 1000 Miami","Milos Raonic",0,6,24
"ATP World Tour Masters 1000 Miami","Milos Raonic",1,6,38
"ATP World Tour Masters 1000 Miami","Milos Raonic",1,6,80
"ATP World Tour Masters 1000 Indian Wells","Milos Raonic",0,6,2
"ATP World Tour Masters 1000 Indian Wells","Milos Raonic",1,6,3
"ATP World Tour Masters 1000 Indian Wells","Milos Raonic",1,6,19
"ATP World Tour Masters 1000 Indian Wells","Milos Raonic",1,6,41
"ATP World Tour Masters 1000 Indian Wells","Milos Raonic",1,6,49
"CAN vs. JPN WG 1st RD","Milos Raonic",0,6,4
"CAN vs. JPN WG 1st RD","Milos Raonic",1,6,85
"Marseille","Milos Raonic",0,6,53
"Rotterdam","Milos Raonic",0,6,8
"Rotterdam","Milos Raonic",1,6,69
"Rotterdam","Milos Raonic",1,6,50
"Rotterdam","Milos Raonic",1,6,88
"Australian Open","Milos Raonic",0,8,1
"Australian Open","Milos Raonic",1,8,14
"Australian Open","Milos Raonic",1,8,41
"Australian Open","Milos Raonic",1,8,56
"Australian Open","Milos Raonic",1,8,144
"Brisbane","Milos Raonic",0,8,2
"Brisbane","Milos Raonic",1,8,5
"Brisbane","Milos Raonic",1,8,85
"Brisbane","Milos Raonic",1,8,69
"ATP World Tour Masters 1000 Paris","Kevin Anderson",0,12,6
"ATP World Tour Masters 1000 Paris","Kevin Anderson",1,12,19
"Basel","Kevin Anderson",0,12,49
"Basel","Kevin Anderson",1,12,47
"Vienna","Kevin Anderson",0,11,47
"Vienna","Kevin Anderson",1,11,40
"Vienna","Kevin Anderson",1,11,62
"ATP World Tour Masters 1000 Shanghai","Kevin Anderson",0,10,15
"ATP World Tour Masters 1000 Shanghai","Kevin Anderson",1,10,6
"ATP World Tour Masters 1000 Shanghai","Kevin Anderson",1,10,26
"ATP World Tour Masters 1000 Shanghai","Kevin Anderson",1,10,467
"Tokyo","Kevin Anderson",0,12,43
"US Open","Kevin Anderson",0,14,5
"US Open","Kevin Anderson",1,14,3
"US Open","Kevin Anderson",1,14,20
"US Open","Kevin Anderson",1,14,117
"US Open","Kevin Anderson",1,14,198
