"name","location","start_date","end_date","draw","matches","surface","prize","score","round","winner","player","player_rank","opponent","opponent_rank","player1","player2","player3","player4","player5","opponent1","opponent2","opponent3","opponent4","opponent5","TBplayer1","TBplayer2","TBplayer3","TBplayer4","TBplayer5","TBopponent1","TBopponent2","TBopponent3","TBopponent4","TBopponent5"
"Cordenons","Cordenons, Italy",2015-08-17,2015-08-23,32,31,"Outdoor Clay","€42500","57/64/41/(RET)","Finals",1,"Filip Krajinovic",120,"Adrian Ungur",327,5,6,4,NA,NA,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cordenons","Cordenons, Italy",2015-08-17,2015-08-23,32,31,"Outdoor Clay","€42500","76(5)/64","Semi-Finals",1,"Filip Krajinovic",120,"Paolo Lorenzi",82,7,6,NA,NA,NA,6,4,NA,NA,NA,7,NA,NA,NA,NA,5,NA,NA,NA,NA
"Cordenons","Cordenons, Italy",2015-08-17,2015-08-23,32,31,"Outdoor Clay","€42500","76(4)/63","Quarter-Finals",1,"Filip Krajinovic",120,"Antonio Veic",365,7,6,NA,NA,NA,6,3,NA,NA,NA,7,NA,NA,NA,NA,4,NA,NA,NA,NA
"Cordenons","Cordenons, Italy",2015-08-17,2015-08-23,32,31,"Outdoor Clay","€42500","60/60","Round of 16",1,"Filip Krajinovic",120,"Erik Crepaldi",291,6,6,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cordenons","Cordenons, Italy",2015-08-17,2015-08-23,32,31,"Outdoor Clay","€42500","75/62","Round of 32",1,"Filip Krajinovic",120,"Mohamed Safwat",236,7,6,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prague II","Prague, Czech Republic",2015-08-10,2015-08-16,32,31,"Outdoor Clay","€42500","46/36","Quarter-Finals",0,"Filip Krajinovic",122,"Rogerio Dutra Silva",288,4,3,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prague II","Prague, Czech Republic",2015-08-10,2015-08-16,32,31,"Outdoor Clay","€42500","64/75","Round of 16",1,"Filip Krajinovic",122,"Albert Ramos-Vinolas",55,6,7,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prague II","Prague, Czech Republic",2015-08-10,2015-08-16,32,31,"Outdoor Clay","€42500","63/63","Round of 32",1,"Filip Krajinovic",122,"Jan Mertl",204,6,6,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cortina","Cortina, Italy",2015-08-03,2015-08-09,32,31,"Outdoor Clay","€42500","16/46","Quarter-Finals",0,"Filip Krajinovic",123,"Maximo Gonzalez",182,1,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cortina","Cortina, Italy",2015-08-03,2015-08-09,32,31,"Outdoor Clay","€42500","64/61","Round of 16",1,"Filip Krajinovic",123,"Matteo Trevisan",423,6,6,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cortina","Cortina, Italy",2015-08-03,2015-08-09,32,31,"Outdoor Clay","€42500","75/75","Round of 32",1,"Filip Krajinovic",123,"Gianluca Naso",194,7,7,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARG vs. SRB WG QF","Buenos Aires, Argentina",2015-07-13,2015-07-19,4,3,"Indoor Clay",NA,"16/03/(RET)","Round Robin",0,"Filip Krajinovic",87,"Carlos Berlocq",145,1,0,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARG vs. SRB WG QF","Buenos Aires, Argentina",2015-07-13,2015-07-19,4,3,"Indoor Clay",NA,"46/26/16","Round Robin",0,"Filip Krajinovic",87,"Leonardo Mayer",22,4,2,1,NA,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Braunschweig","Braunchweig, Germany",2015-07-06,2015-07-12,32,31,"Outdoor Clay","€106500","62/64","Finals",1,"Filip Krajinovic",0,"Paul-Henri Mathieu",NA,6,6,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Braunschweig","Braunchweig, Germany",2015-07-06,2015-07-12,32,31,"Outdoor Clay","€106500","75/62","Semi-Finals",1,"Filip Krajinovic",0,"Taro Daniel",NA,7,6,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Braunschweig","Braunchweig, Germany",2015-07-06,2015-07-12,32,31,"Outdoor Clay","€106500","75/46/63","Quarter-Finals",1,"Filip Krajinovic",0,"Pablo Carreno Busta",NA,7,4,6,NA,NA,5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Braunschweig","Braunchweig, Germany",2015-07-06,2015-07-12,32,31,"Outdoor Clay","€106500","64/60","Round of 16",1,"Filip Krajinovic",0,"Daniel Munoz de la Nava",NA,6,6,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Braunschweig","Braunchweig, Germany",2015-07-06,2015-07-12,32,31,"Outdoor Clay","€106500","26/63/64","Round of 32",1,"Filip Krajinovic",0,"Pere Riba",NA,2,6,6,NA,NA,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","67(4)/46/63/57","Round of 128",0,"Filip Krajinovic",122,"Nicolas Mahut",66,6,4,6,5,NA,7,6,3,7,NA,4,NA,NA,NA,NA,7,NA,NA,NA,NA
"Nottingham","Nottingham, Great Britain",2015-06-22,2015-06-28,48,47,"Outdoor Grass","€644065","16/16","3rd Round Qualifying",0,"Filip Krajinovic",121,"Go Soeda",90,1,1,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nottingham","Nottingham, Great Britain",2015-06-22,2015-06-28,48,47,"Outdoor Grass","€644065","76(1)/76(4)","2nd Round Qualifying",1,"Filip Krajinovic",121,"Jordan Thompson",252,7,7,NA,NA,NA,6,6,NA,NA,NA,7,7,NA,NA,NA,1,4,NA,NA,NA
"Nottingham","Nottingham, Great Britain",2015-06-22,2015-06-28,48,47,"Outdoor Grass","€644065","46/64/76(4)","1st Round Qualifying",1,"Filip Krajinovic",121,"Erik Crepaldi",304,4,6,7,NA,NA,6,4,6,NA,NA,NA,NA,7,NA,NA,NA,NA,4,NA,NA
"Halle","Halle, Germany",2015-06-15,2015-06-21,32,31,"Outdoor Grass","€1696645","67(5)/57","1st Round Qualifying",0,"Filip Krajinovic",120,"Jarkko Nieminen",93,6,5,NA,NA,NA,7,7,NA,NA,NA,5,NA,NA,NA,NA,7,NA,NA,NA,NA
"Stuttgart","Stuttgart, Germany",2015-06-08,2015-06-14,28,27,"Outdoor Grass","€642070","26/46","3rd Round Qualifying",0,"Filip Krajinovic",117,"Peter Gojowczyk",148,2,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stuttgart","Stuttgart, Germany",2015-06-08,2015-06-14,28,27,"Outdoor Grass","€642070","36/63/64","2nd Round Qualifying",1,"Filip Krajinovic",117,"Remi Boutillier",269,3,6,6,NA,NA,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stuttgart","Stuttgart, Germany",2015-06-08,2015-06-14,28,27,"Outdoor Grass","€642070","67(3)/76(5)/75","1st Round Qualifying",1,"Filip Krajinovic",117,"Daniel Brands",349,6,7,7,NA,NA,7,6,5,NA,NA,3,7,NA,NA,NA,7,5,NA,NA,NA
"Prostejov","Prostejov, Czech Republic",2015-06-01,2015-06-07,32,31,"Outdoor Clay","€106500","46/46","Quarter-Finals",0,"Filip Krajinovic",0,"Jiri Vesely",NA,4,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prostejov","Prostejov, Czech Republic",2015-06-01,2015-06-07,32,31,"Outdoor Clay","€106500","63/63","Round of 16",1,"Filip Krajinovic",0,"Santiago Giraldo",NA,6,6,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prostejov","Prostejov, Czech Republic",2015-06-01,2015-06-07,32,31,"Outdoor Clay","€106500","76(1)/62","Round of 32",1,"Filip Krajinovic",0,"Luca Vanni",NA,7,6,NA,NA,NA,6,2,NA,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","63/26/67(3)/16","Round of 128",0,"Filip Krajinovic",99,"David Goffin",18,6,2,6,1,NA,3,6,7,6,NA,NA,NA,3,NA,NA,NA,NA,7,NA,NA
"Bordeaux","Bordeaux, France",2015-05-11,2015-05-17,32,31,"Outdoor Clay","€85000","46/76(5)/46","Round of 16",0,"Filip Krajinovic",103,"Andre Ghem",142,4,7,4,NA,NA,6,6,6,NA,NA,NA,7,NA,NA,NA,NA,5,NA,NA,NA
"Bordeaux","Bordeaux, France",2015-05-11,2015-05-17,32,31,"Outdoor Clay","€85000","64/76(2)","Round of 32",1,"Filip Krajinovic",103,"Gastao Elias",157,6,7,NA,NA,NA,4,6,NA,NA,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA
"Aix en Provence","Aix en Provence, France",2015-05-04,2015-05-10,32,31,"Outdoor Clay","€64000","36/36","Round of 32",0,"Filip Krajinovic",101,"Yann Marti",291,3,3,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estoril","Estoril, Portugal",2015-04-27,2015-05-03,28,27,"Outdoor Clay","€494310","36/36","Round of 16",0,"Filip Krajinovic",104,"Nick Kyrgios",46,3,3,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estoril","Estoril, Portugal",2015-04-27,2015-05-03,28,27,"Outdoor Clay","€494310","63/63","Round of 32",1,"Filip Krajinovic",104,"Alejandro Gonzalez",106,6,6,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mersin","Mersin, Turkey",2015-04-13,2015-04-19,32,31,"Outdoor Clay","€42500","60/46/46","Semi-Finals",0,"Filip Krajinovic",92,"Marsel Ilhan",95,6,4,4,NA,NA,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mersin","Mersin, Turkey",2015-04-13,2015-04-19,32,31,"Outdoor Clay","€42500","62/60","Quarter-Finals",1,"Filip Krajinovic",92,"Constant Lestienne",349,6,6,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mersin","Mersin, Turkey",2015-04-13,2015-04-19,32,31,"Outdoor Clay","€42500","64/61","Round of 16",1,"Filip Krajinovic",92,"Mirza Basic",198,6,6,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mersin","Mersin, Turkey",2015-04-13,2015-04-19,32,31,"Outdoor Clay","€42500","64/36/63","Round of 32",1,"Filip Krajinovic",92,"Roberto Carballes Baena",221,6,3,6,NA,NA,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Napoli","Napoli, Italy",2015-04-06,2015-04-12,32,31,"Outdoor Clay","€106500","26/26","Round of 16",0,"Filip Krajinovic",86,"Ruben Ramirez Hidalgo",202,2,2,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Napoli","Napoli, Italy",2015-04-06,2015-04-12,32,31,"Outdoor Clay","€106500","36/76(4)/62","Round of 32",1,"Filip Krajinovic",86,"Potito Starace",187,3,7,6,NA,NA,6,6,2,NA,NA,NA,7,NA,NA,NA,NA,4,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","63/26/67(4)","Round of 64",0,"Filip Krajinovic",96,"Gael Monfils",19,6,2,6,NA,NA,3,6,7,NA,NA,NA,NA,4,NA,NA,NA,NA,7,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","26/76(5)/42/(RET)","Round of 128",1,"Filip Krajinovic",96,"Dusan Lajovic",73,2,7,4,NA,NA,6,6,2,NA,NA,NA,7,NA,NA,NA,NA,5,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","64/46/63","2nd Round Qualifying",1,"Filip Krajinovic",96,"Omar Jasika",444,6,4,6,NA,NA,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","62/76(2)","1st Round Qualifying",1,"Filip Krajinovic",96,"Alex Bolt",160,6,7,NA,NA,NA,2,6,NA,NA,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","46/63/26","Round of 128",0,"Filip Krajinovic",103,"Igor Sijsling",134,4,6,2,NA,NA,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","61/76(3)","2nd Round Qualifying",1,"Filip Krajinovic",103,"Luke Saville",162,6,7,NA,NA,NA,1,6,NA,NA,NA,NA,7,NA,NA,NA,NA,3,NA,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","67(3)/63/76(3)","1st Round Qualifying",1,"Filip Krajinovic",103,"John-Patrick Smith",195,6,6,7,NA,NA,7,3,6,NA,NA,3,NA,7,NA,NA,7,NA,3,NA,NA
"SRB vs. CRO WG 1st RD","Kraljevo, Serbia, Serbia",2015-03-02,2015-03-08,4,3,"Indoor Hard",NA,"64/62","Round Robin",1,"Filip Krajinovic",100,"Franko Skugor",560,6,6,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acapulco","Acapulco, Mexico",2015-02-23,2015-02-28,32,31,"Outdoor Hard","$1548755","36/75/06","Round of 32",0,"Filip Krajinovic",101,"Grigor Dimitrov",10,3,7,0,NA,NA,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delray Beach","Delray Beach, FL, U.S.A.",2015-02-16,2015-02-22,32,31,"Outdoor Hard","$549230","26/36","Round of 32",0,"Filip Krajinovic",98,"Thanasi Kokkinakis",143,2,3,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memphis","Memphis, TN, U.S.A.",2015-02-09,2015-02-15,28,27,"Indoor Hard","$659070","36/36","Round of 32",0,"Filip Krajinovic",101,"Steve Johnson",42,3,3,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memphis","Memphis, TN, U.S.A.",2015-02-09,2015-02-15,28,27,"Indoor Hard","$659070","64/36/36","3rd Round Qualifying",0,"Filip Krajinovic",101,"Ryan Harrison",165,6,3,3,NA,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memphis","Memphis, TN, U.S.A.",2015-02-09,2015-02-15,28,27,"Indoor Hard","$659070","62/64","2nd Round Qualifying",1,"Filip Krajinovic",101,"Takanyi Garanganga",331,6,6,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memphis","Memphis, TN, U.S.A.",2015-02-09,2015-02-15,28,27,"Indoor Hard","$659070","26/61/64","1st Round Qualifying",1,"Filip Krajinovic",101,"Frances Tiafoe",798,2,6,6,NA,NA,6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","36/67(4)/46","Round of 128",0,"Filip Krajinovic",97,"Sam Groth",82,3,6,4,NA,NA,6,7,6,NA,NA,NA,4,NA,NA,NA,NA,7,NA,NA,NA
"Doha","Doha, Qatar",2015-01-05,2015-01-10,32,31,"Outdoor Hard","$1221320","36/36","3rd Round Qualifying",0,"Filip Krajinovic",93,"Nikoloz Basilashvili",171,3,3,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doha","Doha, Qatar",2015-01-05,2015-01-10,32,31,"Outdoor Hard","$1221320","64/36/76(5)","2nd Round Qualifying",1,"Filip Krajinovic",93,"Ilija Bozoljac",204,6,3,7,NA,NA,4,6,6,NA,NA,NA,NA,7,NA,NA,NA,NA,5,NA,NA
"Doha","Doha, Qatar",2015-01-05,2015-01-10,32,31,"Outdoor Hard","$1221320","64/62","1st Round Qualifying",1,"Filip Krajinovic",93,"Stefano Napolitano",467,6,6,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kitzbühel","Kitzbuhel, Austria",2015-08-03,2015-08-08,28,27,"Outdoor Clay","€494310","62/11/(RET)","Round of 32",0,"Juan Monaco",40,"Robin Haase",78,6,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hamburg","Hamburg, Germany",2015-07-27,2015-08-02,32,31,"Outdoor Clay","€1407960","16/57","Round of 16",0,"Juan Monaco",38,"Lucas Pouille",85,1,5,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hamburg","Hamburg, Germany",2015-07-27,2015-08-02,32,31,"Outdoor Clay","€1407960","63/67(5)/63","Round of 32",1,"Juan Monaco",38,"Ernests Gulbis",80,6,6,6,NA,NA,3,7,3,NA,NA,NA,5,NA,NA,NA,NA,7,NA,NA,NA
"Bastad","Bastad, Sweden",2015-07-20,2015-07-26,28,27,"Outdoor Clay","€494310","46/26","Round of 16",0,"Juan Monaco",27,"Alexander Zverev",123,4,2,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","67(5)/36/46","Round of 64",0,"Juan Monaco",35,"Nick Kyrgios",29,6,3,4,NA,NA,7,6,6,NA,NA,5,NA,NA,NA,NA,7,NA,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","61/62/64","Round of 128",1,"Juan Monaco",35,"Florian Mayer",294,6,6,6,NA,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nottingham","Nottingham, Great Britain",2015-06-22,2015-06-28,48,47,"Outdoor Grass","€644065","16/26","Round of 32",0,"Juan Monaco",35,"Denis Istomin",92,1,2,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","36/46/26","Round of 64",0,"Juan Monaco",35,"Teymuraz Gabashvili",74,3,4,2,NA,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","67(4)/62/61/67(6)/62","Round of 128",1,"Juan Monaco",35,"Federico Delbonis",82,6,6,6,6,6,7,2,1,7,2,4,NA,NA,6,NA,7,NA,NA,8,NA
"Nice","Nice, France",2015-05-18,2015-05-24,28,27,"Outdoor Clay","€494310","36/46","Quarter-Finals",0,"Juan Monaco",34,"Leonardo Mayer",24,3,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nice","Nice, France",2015-05-18,2015-05-24,28,27,"Outdoor Clay","€494310","63/61","Round of 16",1,"Juan Monaco",34,"Sam Querrey",38,6,6,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nice","Nice, France",2015-05-18,2015-05-24,28,27,"Outdoor Clay","€494310","64/62","Round of 32",1,"Juan Monaco",34,"Benoit Paire",71,6,6,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Rome","Rome, Italy",2015-05-11,2015-05-17,56,55,"Outdoor Clay","€3830295","64/36/26","Round of 32",0,"Juan Monaco",36,"Stan Wawrinka",9,6,3,2,NA,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Rome","Rome, Italy",2015-05-11,2015-05-17,56,55,"Outdoor Clay","€3830295","63/67(5)/62","Round of 64",1,"Juan Monaco",36,"Dusan Lajovic",75,6,6,6,NA,NA,3,7,2,NA,NA,NA,5,NA,NA,NA,NA,7,NA,NA,NA
"ATP World Tour Masters 1000 Madrid","Madrid, Spain",2015-05-04,2015-05-10,56,55,"Outdoor Clay","€5113730","36/46","Round of 32",0,"Juan Monaco",34,"Milos Raonic",6,3,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Madrid","Madrid, Spain",2015-05-04,2015-05-10,56,55,"Outdoor Clay","€5113730","63/62","Round of 64",1,"Juan Monaco",34,"Nicolas Almagro",159,6,6,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barcelona","Barcelona, Spain",2015-04-20,2015-04-26,48,47,"Outdoor Clay","€2265235","75/06/36","Round of 32",0,"Juan Monaco",36,"Martin Klizan",28,7,0,3,NA,NA,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barcelona","Barcelona, Spain",2015-04-20,2015-04-26,48,47,"Outdoor Clay","€2265235","75/61","Round of 64",1,"Juan Monaco",36,"Alejandro Gonzalez",108,7,6,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Monte Carlo","Monte-Carlo, Monaco",2015-04-13,2015-04-19,56,55,"Outdoor Clay","€3624045","16/46","Round of 32",0,"Juan Monaco",42,"Stan Wawrinka",9,1,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Monte Carlo","Monte-Carlo, Monaco",2015-04-13,2015-04-19,56,55,"Outdoor Clay","€3624045","64/62","Round of 64",1,"Juan Monaco",42,"Jiri Vesely",46,6,6,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","36/46","Quarter-Finals",0,"Juan Monaco",46,"Tomas Berdych",9,3,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","63/63","Round of 16",1,"Juan Monaco",46,"Fernando Verdasco",34,6,6,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","75/64","Round of 32",1,"Juan Monaco",46,"Guillermo Garcia-Lopez",25,7,6,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
